Year,Name,Birthplace,Nationality,Sport,Labels,Medal
1950,Renate Stecher,NULL,NULL,German sprinter,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanSprinters|LivingPeople|Runner110542888|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Sprinter110641413|Whole100003553|YagoLegalActorGeo|EastGermanAthletes|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfEastGermany|OlympicBronzeMedalistsForEastGermany|OlympicGoldMedalistsForEastGermany|OlympicMedalistsInAthletics(trackAndField)|OlympicSilverMedalistsForEastGermany|YagoLegalActor},Gold Medalist
1950,Alberto Juantorena,Santiago de Cuba,NULL,Cuban track athlete,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Runner110542888|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Sprinter110641413|Traveler109629752|Whole100003553|YagoLegalActorGeo|CubanMiddleDistanceRunners|CubanPeopleOfBasqueDescent|CubanPeopleOfSpanishDescent|CubanSprinters|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfCuba|OlympicGoldMedalistsForCuba|OlympicMedalistsInAthletics(trackAndField)|PeopleFromSantiagoDeCuba|YagoLegalActor},Gold Medalist
1950,Aleksandr Klepikov,Saint Petersburg,NULL,Rower,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RowersAtThe1976SummerOlympics|RussianRowers|SovietRowers|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInRowing|OlympicRowersOfTheSovietUnion|YagoLegalActor},Gold Medalist
1950,Aleksandr Sidelnikov,NULL,NULL,Russian ice hockey player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|IceHockeyPlayersAtThe1976WinterOlympics|KrylyaSovetovMoscowPlayers|Athlete109820263|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SovietIceHockeyPlayers|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInIceHockey|YagoLegalActor},Gold Medalist
1950,Sultan Rakhmanov,{Karakalpak Autonomous Soviet Socialist Republic|To‘rtko‘l},{Russia|Soviet Union},Weightlifter,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|UkrainianPeopleOfUzbekDescent|UkrainianWeightlifters|WeightliftersAtThe1980SummerOlympics|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Weightlifter110773394|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianWeightlifters|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInWeightlifting|OlympicWeightliftersOfTheSovietUnion|YagoLegalActor},Gold Medalist
1950,Svetla Otsetova,NULL,NULL,Rower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|BulgarianRowers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|FemaleRowers|PhysicalEntity100001930|Winner110782940|RowersAtThe1976SummerOlympics|OlympicGoldMedalistsForBulgaria|OlympicMedalistsInRowing|OlympicRowersOfBulgaria|YagoLegalActor},Gold Medalist
1950,Tadeusz Ślusarski,Żary,NULL,Polish pole vaulter,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Vaulter110746931|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfPoland|OlympicGoldMedalistsForPoland|OlympicMedalistsInAthletics(trackAndField)|OlympicSilverMedalistsForPoland|PeopleFrom%C5%BBary|PolishPoleVaulters|YagoLegalActor},Gold Medalist
1950,Takao Kawaguchi,NULL,NULL,Judoka,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForJapan|OlympicMedalistsInJudo|PeopleFromHiroshima|YagoLegalActor},Gold Medalist
1950,Tatyana Averina,Nizhny Novgorod,NULL,Speed skater,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HonouredMastersOfSportsOfTheUSSR|Ice-skater110196490|Artist109812338|Athlete109820263|BurevestnikAthletes|CausalAgent100007347|Contestant109613191|Creator109614315|LivingThing100004258|Maestro110280130|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skater110604491|Speedskater110634849|Whole100003553|YagoLegalActorGeo|FemaleSpeedSkaters|PhysicalEntity100001930|Winner110782940|RussianSpeedSkaters|SovietSpeedSkaters|SpeedSkatersAtThe1976WinterOlympics|SpeedSkatersAtThe1980WinterOlympics|OlympicBronzeMedalistsForTheSovietUnion|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInSpeedSkating|OlympicSpeedSkatersOfTheSovietUnion|YagoLegalActor},Gold Medalist
1950,Tatyana Ovechkina,Moscow,NULL,Basketball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|BasketballPlayer109842047|BasketballPlayersAtThe1976SummerOlympics|BasketballPlayersAtThe1980SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|DynamoSportsSocietyAthletes|PhysicalEntity100001930|Winner110782940|RussianBasketballPlayers|MordvinPeople|OlympicBasketballPlayersOfTheSovietUnion|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInBasketball|YagoLegalActor},Gold Medalist
1950,Dave Wottle,NULL,NULL,American middle distance runner,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Alumnus109786338|AmericanMiddleDistanceRunners|BowlingGreenStateUniversityAlumni|CausalAgent100007347|Contestant109613191|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Scholar110557854|Traveler109629752|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInAthletics(trackAndField)|PeopleFromCantonOhio|YagoLegalActor},Gold Medalist
1950,David Edgar (swimmer),Fort Lauderdale Florida,United States,American swimmer Olympic gold medalist former world record-holder,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|MaleFreestyleSwimmers|TennesseeVolunteersAndLadyVolunteersAthletes|AmericanSwimmers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Serviceman110582746|SkilledWorker110605985|Swimmer110683349|Volunteer110759331|Whole100003553|Worker109632518|YagoLegalActorGeo|CollegeSwimmersInTheUnitedStates|PhysicalEntity100001930|Winner110782940|SwimmersAtThe1972SummerOlympics|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSwimming|OlympicSwimmersOfTheUnitedStates|YagoLegalActor},Gold Medalist
1950,Georgi Kostadinov,NULL,NULL,Boxer,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boxer109870208|BoxersAtThe1972SummerOlympics|BulgarianBoxers|CausalAgent100007347|Combatant109939313|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|FlyweightBoxers|PhysicalEntity100001930|Winner110782940|OlympicBoxersOfBulgaria|OlympicGoldMedalistsForBulgaria|OlympicMedalistsInBoxing|PeopleFromBurgas|YagoLegalActor},Gold Medalist
1950,Mykhaylo Ishchenko,NULL,Soviet Union,Handball player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe1972SummerOlympics|HandballPlayersAtThe1976SummerOlympics|HandballPlayersAtThe1980SummerOlympics|LivingPeople|UkrainianHandballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianHandballPlayers|SovietHandballPlayers|OlympicGoldMedalistsForTheSovietUnion|OlympicHandballPlayersOfTheSovietUnion|OlympicMedalistsInHandball|OlympicSilverMedalistsForTheSovietUnion|YagoLegalActor},Gold Medalist
1950,Vasudevan Baskaran,{India|Chennai},NULL,Field hockey player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|IndianFieldHockeyCoaches|IndianFieldHockeyPlayers|LivingPeople|LoyolaCollegeChennaiAlumni|Alumnus109786338|Athlete109820263|CausalAgent100007347|Coach109931640|Contestant109613191|HockeyCoach110179207|HockeyPlayer110179291|Intellectual109621545|Leader109623038|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Scholar110557854|Trainer110722575|Whole100003553|YagoLegalActorGeo|FieldHockeyPlayersAtThe1976SummerOlympics|FieldHockeyPlayersAtThe1980SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicFieldHockeyPlayersOfIndia|OlympicGoldMedalistsForIndia|OlympicMedalistsInFieldHockey|PeopleFromTamilNadu|YagoLegalActor},Gold Medalist
1950,Viktor Rashchupkin,NULL,NULL,Athletics (sport) competitor,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Throwster110709745|Whole100003553|Worker109632518|YagoLegalActorGeo|DiscusThrowers|PhysicalEntity100001930|Winner110782940|RussianAthletes|SovietAthletes|OlympicAthletesOfTheSovietUnion|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInAthletics(trackAndField)|YagoLegalActor},Gold Medalist
1950,Vladimir Kondra,Russia,Soviet Union,Volleyball player,{agent|athlete|person|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe1972SummerOlympics|VolleyballPlayersAtThe1976SummerOlympics|VolleyballPlayersAtThe1980SummerOlympics|CausalAgent100007347|Coach109931640|Contestant109613191|Leader109623038|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Trainer110722575|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianVolleyballCoaches|SovietVolleyballPlayers|OlympicBronzeMedalistsForTheSovietUnion|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInVolleyball|OlympicSilverMedalistsForTheSovietUnion|OlympicVolleyballPlayersOfTheSovietUnion|PeopleFromVladikavkaz|YagoLegalActor},Gold Medalist
1950,Volker Fischer,{Germany|Iserlohn},NULL,German fencer,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanFencers|LivingPeople|CausalAgent100007347|Combatant109939313|Contestant109613191|Fencer110085217|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|FencersAtThe1976SummerOlympics|FencersAtThe1984SummerOlympics|FencersAtThe1988SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicFencersOfWestGermany|OlympicGoldMedalistsForWestGermany|OlympicMedalistsInFencing|OlympicSilverMedalistsForWestGermany|PeopleFromIserlohn|YagoLegalActor},Gold Medalist
1950,Waldemar Cierpinski,NULL,NULL,Athletics (sport) competitor,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|MarathonRunners|Runner110542888|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Marathoner110292969|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|EastGermanAthletes|EastGermanLong-distanceRunners|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfEastGermany|OlympicGoldMedalistsForEastGermany|OlympicMedalistsInAthletics(trackAndField)|PeopleFromNienburgSaxony-Anhalt|YagoLegalActor},Gold Medalist
1950,Jerry Heidenreich,Tulsa Oklahoma,United States,American swimmer Olympic gold medalist former world record-holder,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|MaleFreestyleSwimmers|AmericanSwimmers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SMUMustangsSwimmers|SwimmersAtThe1972SummerOlympics|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSwimming|OlympicSwimmersOfTheUnitedStates|YagoLegalActor},Gold Medalist
1950,Libor Radimec,{Czechoslovakia|Ostrava},NULL,footballer,{agent|athlete|person|soccer player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|1982FIFAWorldCupPlayers|AssociationFootballDefenders|Athlete109820263|CausalAgent100007347|Contestant109613191|Defender109614684|FootballPlayer110101634|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|CzechFootballers|CzechoslovakFootballers|CzechoslovakiaInternationalFootballers|FCBan%C3%ADkOstravaPlayers|FCV%C3%ADtkovicePlayers|FootballersAtThe1980SummerOlympics|PhysicalEntity100001930|Preserver110466918|Winner110782940|OlympicFootballersOfCzechoslovakia|OlympicGoldMedalistsForCzechoslovakia|OlympicMedalistsInFootball|PeopleFromOstrava|YagoLegalActor},Gold Medalist
1950,Lothar Doering,NULL,NULL,Handball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanHandballPlayers|HandballPlayersAtThe1980SummerOlympics|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForEastGermany|OlympicHandballPlayersOfEastGermany|OlympicMedalistsInHandball|YagoLegalActor},Gold Medalist
1950,Lothar Kurbjuweit,{East Germany|Riesa},NULL,German footballer and manager,{agent|person|soccer manager|sports manager|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|SoccerCoach|GermanFootballManagers|GermanFootballers|HallescherFCPlayers|LivingPeople|1974FIFAWorldCupPlayers|Administrator109770949|Athlete109820263|CausalAgent100007347|Contestant109613191|Director110014939|FootballPlayer110101634|Head110162991|Leader109623038|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|EastGermanFootballers|EastGermanyInternationalFootballers|FCCarlZeissJenaManagers|FCCarlZeissJenaPlayers|FootballersAtThe1972SummerOlympics|FootballersAtThe1976SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicBronzeMedalistsForEastGermany|OlympicFootballersOfEastGermany|OlympicGoldMedalistsForEastGermany|OlympicMedalistsInFootball|YagoLegalActor},Gold Medalist
1950,Fedir Lashchonov,{Russia|Luhansk Oblast|Rovenky},{Russia|Soviet Union},Volleyball player,{agent|athlete|person|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|UkrainianVolleyballPlayers|VolleyballPlayersAtThe1980SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianVolleyballPlayers|SovietVolleyballPlayers|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfTheSovietUnion|YagoLegalActor},Gold Medalist
1950,Francisco Fernández Ochoa,{Spain|Madrid},NULL,Alpine skier,{agent|athlete|person|skier|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|AlpineSkiersAtThe1968WinterOlympics|AlpineSkiersAtThe1972WinterOlympics|AlpineSkiersAtThe1976WinterOlympics|AlpineSkiersAtThe1980WinterOlympics|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SpanishAlpineSkiers|OlympicAlpineSkiersOfSpain|OlympicGoldMedalistsForSpain|OlympicMedalistsInAlpineSkiing|YagoLegalActor},Gold Medalist
1950,Frank Hübner,NULL,NULL,Sailor,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Sailor110546633|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SailorsAtThe1976SummerOlympics|OlympicGoldMedalistsForWestGermany|OlympicMedalistsInSailing|OlympicSailorsOfWestGermany|YagoLegalActor},Gold Medalist
1950,Nikolay Kruglov,NULL,NULL,Russian biathlete,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInBiathlon|YagoLegalActor},Gold Medalist
1950,Christiane Krause,NULL,NULL,German sprinter,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Runner110542888|WestGermanAthletes|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Sprinter110641413|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|Sprinters|OlympicAthletesOfWestGermany|OlympicGoldMedalistsForWestGermany|OlympicMedalistsInAthletics(trackAndField)|YagoLegalActor},Gold Medalist
1950,Wiesław Gawłowski,{Poland|Łódź},Poland,Volleyball player,{agent|athlete|person|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|VolleyballPlayersAtThe1972SummerOlympics|VolleyballPlayersAtThe1976SummerOlympics|VolleyballPlayersAtThe1980SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForPoland|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfPoland|PeopleFromTomasz%C3%B3wMazowiecki|PolishVolleyballPlayers|YagoLegalActor},Gold Medalist
1950,Karen Stives,NULL,United States,Equestrian,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AmericanEquestrians|CausalAgent100007347|Contestant109613191|Horseman110185793|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rider110529965|Traveler109629752|Whole100003553|YagoLegalActorGeo|EquestriansAtThe1984SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicEquestriansOfTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInEquestrian|YagoLegalActor},Gold Medalist
