"","dataset","Sport"
"887","DBPedia","Basketball"
"888","DBPedia","Basketball"
"889","DBPedia","Volleyball"
"890","DBPedia","Basketball"
"891","DBPedia","Basketball"
"892","DBPedia","Handball"
"893","DBPedia","Field hockey"
"894","DBPedia","Handball"
"895","DBPedia","Handball"
"896","DBPedia","Ice Hockey"
"897","DBPedia","Handball"
"898","DBPedia","Ice Hockey"
"899","DBPedia","Handball"
"900","DBPedia","Volleyball"
"901","DBPedia","Volleyball"
"902","DBPedia","Field hockey"
"903","DBPedia","Basketball"
"904","DBPedia","Basketball"
"905","DBPedia","Field hockey"
"906","DBPedia","Ice Hockey"
"907","DBPedia","Field hockey"
"908","DBPedia","Field hockey"
"909","DBPedia","Volleyball"
"910","DBPedia","Field hockey"
"911","DBPedia","Basketball"
"912","DBPedia","Basketball"
"913","DBPedia","Handball"
"914","DBPedia","Handball"
"915","DBPedia","Volleyball"
"916","DBPedia","Handball"
"917","DBPedia","Handball"
"918","DBPedia","Field hockey"
"919","DBPedia","Handball"
"920","DBPedia","Handball"
"921","DBPedia","Field hockey"
"922","DBPedia","Field hockey"
"923","DBPedia","Handball"
"924","DBPedia","Handball"
"925","DBPedia","Handball"
"926","DBPedia","Basketball"
"927","DBPedia","Volleyball"
"928","DBPedia","Handball"
"929","DBPedia","Handball"
"930","DBPedia","Handball"
"931","DBPedia","Handball"
"932","DBPedia","Basketball"
"933","DBPedia","Ice Hockey"
"934","DBPedia","Volleyball"
"935","DBPedia","Ice Hockey"
"936","DBPedia","Handball"
"937","DBPedia","Handball"
"938","DBPedia","Ice Hockey"
"939","DBPedia","Handball"
"940","DBPedia","Volleyball"
"941","DBPedia","Volleyball"
"942","DBPedia","Volleyball"
"943","DBPedia","Field hockey"
"944","DBPedia","Field hockey"
"945","DBPedia","Ice Hockey"
"946","DBPedia","Volleyball"
"947","DBPedia","Handball"
"948","DBPedia","Ice Hockey"
"949","DBPedia","Basketball"
"950","DBPedia","Ice Hockey"
"951","DBPedia","Field hockey"
"952","DBPedia","Field hockey"
"953","DBPedia","Ice Hockey"
"954","DBPedia","Handball"
"955","DBPedia","Basketball"
"956","DBPedia","Field hockey"
"957","DBPedia","Volleyball"
"958","DBPedia","Volleyball"
"959","DBPedia","Handball"
"960","DBPedia","Ice Hockey"
"961","DBPedia","Ice Hockey"
"962","DBPedia","Basketball"
"963","DBPedia","Handball"
"964","DBPedia","Volleyball"
"965","DBPedia","Field hockey"
"966","DBPedia","Ice Hockey"
"967","DBPedia","Volleyball"
"968","DBPedia","Handball"
"969","DBPedia","Ice Hockey"
"970","DBPedia","Volleyball"
"971","DBPedia","Ice Hockey"
"972","DBPedia","Field hockey"
"973","DBPedia","Handball"
"974","DBPedia","Ice Hockey"
"975","DBPedia","Handball"
"976","DBPedia","Basketball"
"977","DBPedia","Volleyball"
"978","DBPedia","Volleyball"
"979","DBPedia","Handball"
"980","DBPedia","Basketball"
"981","DBPedia","Basketball"
"982","DBPedia","Handball"
"983","DBPedia","Handball"
"984","DBPedia","Ice Hockey"
"985","DBPedia","Handball"
"986","DBPedia","Handball"
"987","DBPedia","Ice Hockey"
"988","DBPedia","Volleyball"
"989","DBPedia","Ice Hockey"
"990","DBPedia","Field hockey"
"991","DBPedia","Ice Hockey"
"992","DBPedia","Volleyball"
"993","DBPedia","Ice Hockey"
"994","DBPedia","Handball"
"995","DBPedia","Volleyball"
"996","DBPedia","Volleyball"
"997","DBPedia","Volleyball"
"998","DBPedia","Handball"
"999","DBPedia","Volleyball"
"1000","DBPedia","Field hockey"
"1001","DBPedia","Ice Hockey"
"1002","DBPedia","Ice Hockey"
"1003","DBPedia","Field hockey"
"1004","DBPedia","Volleyball"
"1005","DBPedia","Handball"
"1006","DBPedia","Handball"
"1007","DBPedia","Field hockey"
"1008","DBPedia","Basketball"
"1009","DBPedia","Volleyball"
"1010","DBPedia","Handball"
"1011","DBPedia","Handball"
"1012","DBPedia","Volleyball"
"1013","DBPedia","Field hockey"
"1014","DBPedia","Ice Hockey"
"1015","DBPedia","Volleyball"
"1016","DBPedia","Basketball"
"1017","DBPedia","Volleyball"
"1018","DBPedia","Handball"
"1019","DBPedia","Basketball"
"1020","DBPedia","Handball"
"1021","DBPedia","Basketball"
"1022","DBPedia","Basketball"
"1023","DBPedia","Volleyball"
"1024","DBPedia","Basketball"
"1025","DBPedia","Volleyball"
"1026","DBPedia","Field hockey"
"1027","DBPedia","Field hockey"
"1028","DBPedia","Handball"
"1029","DBPedia","Basketball"
"1030","DBPedia","Field hockey"
"1031","DBPedia","Basketball"
"1032","DBPedia","Basketball"
"1033","DBPedia","Field hockey"
"1034","DBPedia","Handball"
"1035","DBPedia","Field hockey"
"1036","DBPedia","Field hockey"
"1037","DBPedia","Basketball"
"1038","DBPedia","Basketball"
"1039","DBPedia","Field hockey"
"1040","DBPedia","Basketball"
"1041","DBPedia","Basketball"
"1042","DBPedia","Volleyball"
"1043","DBPedia","Field hockey"
"1044","DBPedia","Volleyball"
"1045","DBPedia","Volleyball"
"1046","DBPedia","Handball"
"1047","DBPedia","Ice Hockey"
"1048","DBPedia","Field hockey"
"1049","DBPedia","Field hockey"
"1050","DBPedia","Handball"
"1051","DBPedia","Volleyball"
"1052","DBPedia","Field hockey"
"1053","DBPedia","Ice Hockey"
"1054","DBPedia","Ice Hockey"
"1055","DBPedia","Basketball"
"1056","DBPedia","Basketball"
"1057","DBPedia","Basketball"
"1058","DBPedia","Field hockey"
"1059","DBPedia","Basketball"
"1060","DBPedia","Ice Hockey"
"1061","DBPedia","Volleyball"
"1062","DBPedia","Field hockey"
"1063","DBPedia","Basketball"
"1064","DBPedia","Handball"
"1065","DBPedia","Handball"
"1066","DBPedia","Volleyball"
"1067","DBPedia","Basketball"
"1068","DBPedia","Ice Hockey"
"1069","DBPedia","Volleyball"
"1070","DBPedia","Handball"
"1071","DBPedia","Volleyball"
"1072","DBPedia","Field hockey"
"1073","DBPedia","Handball"
"1074","DBPedia","Field hockey"
"1075","DBPedia","Ice Hockey"
"1076","DBPedia","Ice Hockey"
"1077","DBPedia","Handball"
"1078","DBPedia","Handball"
"1079","DBPedia","Field hockey"
"1080","DBPedia","Basketball"
"1081","DBPedia","Volleyball"
"1082","DBPedia","Handball"
"1083","DBPedia","Volleyball"
"1084","DBPedia","Handball"
"1085","DBPedia","Ice Hockey"
"1086","DBPedia","Ice Hockey"
"1087","DBPedia","Volleyball"
"1088","DBPedia","Ice Hockey"
"1089","DBPedia","Ice Hockey"
"1090","DBPedia","Ice Hockey"
"1091","DBPedia","Volleyball"
"1092","DBPedia","Basketball"
"1093","DBPedia","Ice Hockey"
"1094","DBPedia","Handball"
"1095","DBPedia","Basketball"
"1096","DBPedia","Field hockey"
"1097","DBPedia","Volleyball"
"1098","DBPedia","Ice Hockey"
"1099","DBPedia","Basketball"
"1100","DBPedia","Ice Hockey"
"1101","DBPedia","Handball"
"1102","DBPedia","Ice Hockey"
"1103","DBPedia","Basketball"
"1104","DBPedia","Ice Hockey"
"1105","DBPedia","Ice Hockey"
"1106","DBPedia","Field hockey"
"1107","DBPedia","Ice Hockey"
"1108","DBPedia","Field hockey"
"1109","DBPedia","Ice Hockey"
"1110","DBPedia","Ice Hockey"
"1111","DBPedia","Ice Hockey"
"1112","DBPedia","Handball"
"1113","DBPedia","Basketball"
"1114","DBPedia","Ice Hockey"
"1115","DBPedia","Handball"
"1116","DBPedia","Ice Hockey"
"1117","DBPedia","Handball"
"1118","DBPedia","Ice Hockey"
"1119","DBPedia","Volleyball"
"1120","DBPedia","Handball"
"1121","DBPedia","Handball"
"1122","DBPedia","Handball"
"1123","DBPedia","Ice Hockey"
"1124","DBPedia","Ice Hockey"
"1125","DBPedia","Volleyball"
"1126","DBPedia","Handball"
"1127","DBPedia","Volleyball"
"1128","DBPedia","Field hockey"
"1129","DBPedia","Ice Hockey"
"1130","DBPedia","Field hockey"
"1131","DBPedia","Volleyball"
"1132","DBPedia","Field hockey"
"1133","DBPedia","Field hockey"
"1134","DBPedia","Handball"
"1135","DBPedia","Field hockey"
"1136","DBPedia","Handball"
"1137","DBPedia","Volleyball"
"1138","DBPedia","Ice Hockey"
"1139","DBPedia","Ice Hockey"
"1140","DBPedia","Field hockey"
"1141","DBPedia","Volleyball"
"1142","DBPedia","Basketball"
"1143","DBPedia","Handball"
"1144","DBPedia","Volleyball"
"1145","DBPedia","Handball"
"1146","DBPedia","Ice Hockey"
"1147","DBPedia","Basketball"
"1148","DBPedia","Handball"
"1149","DBPedia","Handball"
"1150","DBPedia","Ice Hockey"
"1151","DBPedia","Volleyball"
"1152","DBPedia","Field hockey"
"1153","DBPedia","Ice Hockey"
"1154","DBPedia","Basketball"
"1155","DBPedia","Ice Hockey"
"1156","DBPedia","Handball"
"1157","DBPedia","Field hockey"
"1158","DBPedia","Handball"
"1159","DBPedia","Handball"
"1160","DBPedia","Volleyball"
"1161","DBPedia","Handball"
"1162","DBPedia","Volleyball"
"1163","DBPedia","Handball"
"1164","DBPedia","Handball"
"1165","DBPedia","Handball"
"1166","DBPedia","Ice Hockey"
"1167","DBPedia","Ice Hockey"
"1168","DBPedia","Handball"
"1169","DBPedia","Field hockey"
"1170","DBPedia","Volleyball"
"1171","DBPedia","Field hockey"
"1172","DBPedia","Field hockey"
"1173","DBPedia","Basketball"
"1174","DBPedia","Volleyball"
"1175","DBPedia","Volleyball"
"1176","DBPedia","Handball"
"1177","DBPedia","Handball"
"1178","DBPedia","Handball"
"1179","DBPedia","Field hockey"
"1180","DBPedia","Ice Hockey"
"1181","DBPedia","Basketball"
"1182","DBPedia","Volleyball"
"1183","DBPedia","Handball"
"1184","DBPedia","Ice Hockey"
"1185","DBPedia","Field hockey"
"1186","DBPedia","Handball"
"1187","DBPedia","Ice Hockey"
"1188","DBPedia","Ice Hockey"
"1189","DBPedia","Volleyball"
"1190","DBPedia","Handball"
"1191","DBPedia","Ice Hockey"
"1192","DBPedia","Ice Hockey"
"1193","DBPedia","Handball"
"1194","DBPedia","Ice Hockey"
"1195","DBPedia","Basketball"
"1196","DBPedia","Handball"
"1197","DBPedia","Ice Hockey"
"1198","DBPedia","Field hockey"
"1199","DBPedia","Volleyball"
"1200","DBPedia","Handball"
"1201","DBPedia","Basketball"
"1202","DBPedia","Ice Hockey"
"1203","DBPedia","Volleyball"
"1204","DBPedia","Ice Hockey"
"1205","DBPedia","Field hockey"
"1206","DBPedia","Handball"
"1207","DBPedia","Ice Hockey"
"1208","DBPedia","Handball"
"1209","DBPedia","Handball"
"1210","DBPedia","Volleyball"
"1211","DBPedia","Volleyball"
"1212","DBPedia","Ice Hockey"
"1213","DBPedia","Field hockey"
"1214","DBPedia","Volleyball"
"1215","DBPedia","Volleyball"
"1216","DBPedia","Handball"
"1217","DBPedia","Basketball"
"1218","DBPedia","Handball"
"1219","DBPedia","Ice Hockey"
"1220","DBPedia","Ice Hockey"
"1221","DBPedia","Handball"
"1222","DBPedia","Basketball"
"1223","DBPedia","Ice Hockey"
"1224","DBPedia","Handball"
"1225","DBPedia","Field hockey"
"1226","DBPedia","Ice Hockey"
"1227","DBPedia","Field hockey"
"1228","DBPedia","Handball"
"1229","DBPedia","Handball"
"1230","DBPedia","Handball"
"1231","DBPedia","Ice Hockey"
"1232","DBPedia","Basketball"
"1233","DBPedia","Ice Hockey"
"1234","DBPedia","Ice Hockey"
"1235","DBPedia","Field hockey"
"1236","DBPedia","Ice Hockey"
"1237","DBPedia","Basketball"
"1238","DBPedia","Handball"
"1239","DBPedia","Handball"
"1240","DBPedia","Handball"
"1241","DBPedia","Volleyball"
"1242","DBPedia","Handball"
"1243","DBPedia","Field hockey"
"1244","DBPedia","Ice Hockey"
"1245","DBPedia","Field hockey"
"1246","DBPedia","Handball"
"1247","DBPedia","Basketball"
"1248","DBPedia","Basketball"
"1249","DBPedia","Handball"
"1250","DBPedia","Handball"
"1251","DBPedia","Ice Hockey"
"1252","DBPedia","Basketball"
"1253","DBPedia","Basketball"
"1254","DBPedia","Volleyball"
"1255","DBPedia","Ice Hockey"
"1256","DBPedia","Ice Hockey"
"1257","DBPedia","Handball"
"1258","DBPedia","Ice Hockey"
"1259","DBPedia","Volleyball"
"1260","DBPedia","Ice Hockey"
"1261","DBPedia","Field hockey"
"1262","DBPedia","Handball"
"1263","DBPedia","Ice Hockey"
"1264","DBPedia","Field hockey"
"1265","DBPedia","Field hockey"
"1266","DBPedia","Basketball"
"1267","DBPedia","Ice Hockey"
"1268","DBPedia","Field hockey"
"1269","DBPedia","Basketball"
"1270","DBPedia","Handball"
"1271","DBPedia","Volleyball"
"1272","DBPedia","Ice Hockey"
"1273","DBPedia","Handball"
"1274","DBPedia","Ice Hockey"
"1275","DBPedia","Field hockey"
"1276","DBPedia","Field hockey"
"1277","DBPedia","Field hockey"
"1278","DBPedia","Basketball"
"1279","DBPedia","Ice Hockey"
"1280","DBPedia","Handball"
"1281","DBPedia","Handball"
"1282","DBPedia","Ice Hockey"
"1283","DBPedia","Handball"
"1284","DBPedia","Field hockey"
"1285","DBPedia","Ice Hockey"
"1286","DBPedia","Basketball"
"1287","DBPedia","Volleyball"
"1288","DBPedia","Ice Hockey"
"1289","DBPedia","Ice Hockey"
"1290","DBPedia","Ice Hockey"
"1291","DBPedia","Field hockey"
"1292","DBPedia","Ice Hockey"
"1293","DBPedia","Field hockey"
"1294","DBPedia","Volleyball"
"1295","DBPedia","Ice Hockey"
"1296","DBPedia","Volleyball"
"1297","DBPedia","Field hockey"
"1298","DBPedia","Handball"
"1299","DBPedia","Ice Hockey"
"1300","DBPedia","Field hockey"
"1301","DBPedia","Basketball"
"1302","DBPedia","Volleyball"
"1303","DBPedia","Ice Hockey"
"1304","DBPedia","Field hockey"
"1305","DBPedia","Field hockey"
"1306","DBPedia","Field hockey"
"1307","DBPedia","Volleyball"
"1308","DBPedia","Field hockey"
"1309","DBPedia","Basketball"
"1310","DBPedia","Handball"
"1311","DBPedia","Handball"
"1312","DBPedia","Basketball"
"1313","DBPedia","Field hockey"
"1314","DBPedia","Volleyball"
"1315","DBPedia","Ice Hockey"
"1316","DBPedia","Field hockey"
"1317","DBPedia","Volleyball"
"1318","DBPedia","Field hockey"
"1319","DBPedia","Field hockey"
"1320","DBPedia","Ice Hockey"
"1321","DBPedia","Handball"
"1322","DBPedia","Handball"
"1323","DBPedia","Field hockey"
"1324","DBPedia","Ice Hockey"
"1325","DBPedia","Handball"
"1326","DBPedia","Ice Hockey"
"1327","DBPedia","Ice Hockey"
"1328","DBPedia","Ice Hockey"
"1329","DBPedia","Ice Hockey"
"1330","DBPedia","Ice Hockey"
"1331","DBPedia","Field hockey"
"1332","DBPedia","Basketball"
"1333","DBPedia","Handball"
"1334","DBPedia","Ice Hockey"
"1335","DBPedia","Basketball"
"1336","DBPedia","Field hockey"
"1337","DBPedia","Volleyball"
"1338","DBPedia","Handball"
"1339","DBPedia","Volleyball"
"1340","DBPedia","Ice Hockey"
"1341","DBPedia","Volleyball"
"1342","DBPedia","Ice Hockey"
"1343","DBPedia","Handball"
"1344","DBPedia","Basketball"
"1345","DBPedia","Ice Hockey"
"1346","DBPedia","Basketball"
"1347","DBPedia","Volleyball"
"1348","DBPedia","Field hockey"
"1349","DBPedia","Volleyball"
"1350","DBPedia","Volleyball"
"1351","DBPedia","Handball"
"1352","DBPedia","Volleyball"
"1353","DBPedia","Handball"
"1354","DBPedia","Volleyball"
"1355","DBPedia","Basketball"
"1356","DBPedia","Ice Hockey"
"1357","DBPedia","Handball"
"1358","DBPedia","Ice Hockey"
"1359","DBPedia","Basketball"
"1360","DBPedia","Volleyball"
"1361","DBPedia","Volleyball"
"1362","DBPedia","Volleyball"
"1363","DBPedia","Handball"
"1364","DBPedia","Handball"
"1365","DBPedia","Field hockey"
"1366","DBPedia","Volleyball"
"1367","DBPedia","Handball"
"1368","DBPedia","Field hockey"
"1369","DBPedia","Handball"
"1370","DBPedia","Handball"
"1371","DBPedia","Field hockey"
"1372","DBPedia","Basketball"
"1373","DBPedia","Handball"
"1374","DBPedia","Ice Hockey"
"1375","DBPedia","Ice Hockey"
"1376","DBPedia","Basketball"
"1377","DBPedia","Field hockey"
"1378","DBPedia","Handball"
"1379","DBPedia","Field hockey"
"1380","DBPedia","Ice Hockey"
"1381","DBPedia","Handball"
"1382","DBPedia","Volleyball"
"1383","DBPedia","Ice Hockey"
"1384","DBPedia","Volleyball"
"1385","DBPedia","Handball"
"1386","DBPedia","Ice Hockey"
"1387","DBPedia","Field hockey"
"1388","DBPedia","Ice Hockey"
"1389","DBPedia","Ice Hockey"
"1390","DBPedia","Field hockey"
"1391","DBPedia","Ice Hockey"
"1392","DBPedia","Basketball"
"1393","DBPedia","Handball"
"1394","DBPedia","Handball"
"1395","DBPedia","Field hockey"
"1396","DBPedia","Handball"
"1397","DBPedia","Field hockey"
"1398","DBPedia","Ice Hockey"
"1399","DBPedia","Ice Hockey"
"1400","DBPedia","Field hockey"
"1401","DBPedia","Basketball"
"1402","DBPedia","Volleyball"
"1403","DBPedia","Ice Hockey"
"1404","DBPedia","Field hockey"
"1405","DBPedia","Volleyball"
"1406","DBPedia","Field hockey"
"1407","DBPedia","Volleyball"
"1408","DBPedia","Basketball"
"1409","DBPedia","Ice Hockey"
"1410","DBPedia","Volleyball"
"1411","DBPedia","Ice Hockey"
"1412","DBPedia","Handball"
"1413","DBPedia","Ice Hockey"
"1414","DBPedia","Volleyball"
"1415","DBPedia","Field hockey"
"1416","DBPedia","Ice Hockey"
"1417","DBPedia","Basketball"
"1418","DBPedia","Handball"
"1419","DBPedia","Ice Hockey"
"1420","DBPedia","Handball"
"1421","DBPedia","Handball"
"1422","DBPedia","Handball"
"1423","DBPedia","Handball"
"1424","DBPedia","Field hockey"
"1425","DBPedia","Handball"
"1426","DBPedia","Ice Hockey"
"1427","DBPedia","Ice Hockey"
"1428","DBPedia","Volleyball"
"1429","DBPedia","Handball"
"1430","DBPedia","Ice Hockey"
"1431","DBPedia","Handball"
"1432","DBPedia","Ice Hockey"
"1433","DBPedia","Handball"
"1434","DBPedia","Basketball"
"1435","DBPedia","Ice Hockey"
"1436","DBPedia","Ice Hockey"
"1437","DBPedia","Field hockey"
"1438","DBPedia","Ice Hockey"
"1439","DBPedia","Handball"
"1440","DBPedia","Ice Hockey"
"1441","DBPedia","Basketball"
"1442","DBPedia","Handball"
"1443","DBPedia","Ice Hockey"
"1444","DBPedia","Handball"
"1445","DBPedia","Basketball"
"1446","DBPedia","Ice Hockey"
"1447","DBPedia","Volleyball"
"1448","DBPedia","Field hockey"
"1449","DBPedia","Ice Hockey"
"1450","DBPedia","Ice Hockey"
"1451","DBPedia","Handball"
"1452","DBPedia","Handball"
"1453","DBPedia","Handball"
"1454","DBPedia","Handball"
"1455","DBPedia","Ice Hockey"
"1456","DBPedia","Volleyball"
"1457","DBPedia","Ice Hockey"
"1458","DBPedia","Handball"
"1459","DBPedia","Ice Hockey"
"1460","DBPedia","Ice Hockey"
"1461","DBPedia","Handball"
"1462","DBPedia","Handball"
"1463","DBPedia","Volleyball"
"1464","DBPedia","Handball"
"1465","DBPedia","Basketball"
"1466","DBPedia","Basketball"
"1467","DBPedia","Volleyball"
"1468","DBPedia","Ice Hockey"
"1469","DBPedia","Volleyball"
"1470","DBPedia","Ice Hockey"
"1471","DBPedia","Handball"
"1472","DBPedia","Field hockey"
"1473","DBPedia","Field hockey"
"1474","DBPedia","Handball"
"1475","DBPedia","Ice Hockey"
"1476","DBPedia","Handball"
"1477","DBPedia","Handball"
"1478","DBPedia","Volleyball"
"1479","DBPedia","Volleyball"
"1480","DBPedia","Handball"
"1481","DBPedia","Handball"
"1482","DBPedia","Basketball"
"1483","DBPedia","Ice Hockey"
"1484","DBPedia","Basketball"
"1485","DBPedia","Ice Hockey"
"1486","DBPedia","Ice Hockey"
"1487","DBPedia","Ice Hockey"
"1488","DBPedia","Volleyball"
"1489","DBPedia","Volleyball"
"1490","DBPedia","Volleyball"
"1491","DBPedia","Ice Hockey"
"1492","DBPedia","Volleyball"
"1493","DBPedia","Basketball"
"1494","DBPedia","Basketball"
"1495","DBPedia","Ice Hockey"
"1496","DBPedia","Ice Hockey"
"1497","DBPedia","Volleyball"
"1498","DBPedia","Volleyball"
"1499","DBPedia","Basketball"
"1500","DBPedia","Basketball"
"1501","DBPedia","Volleyball"
"1502","DBPedia","Volleyball"
"1503","DBPedia","Volleyball"
"1504","DBPedia","Basketball"
"1505","DBPedia","Basketball"
"1506","DBPedia","Field hockey"
"1507","DBPedia","Basketball"
"1508","DBPedia","Handball"
"1509","DBPedia","Volleyball"
"1510","DBPedia","Handball"
"1511","DBPedia","Basketball"
"1512","DBPedia","Ice Hockey"
"1513","DBPedia","Basketball"
"1514","DBPedia","Ice Hockey"
"1515","DBPedia","Basketball"
"1516","DBPedia","Field hockey"
"1517","DBPedia","Field hockey"
"1518","DBPedia","Basketball"
"1519","DBPedia","Field hockey"
"1520","DBPedia","Basketball"
"1521","DBPedia","Ice Hockey"
"1522","DBPedia","Ice Hockey"
"1523","DBPedia","Handball"
"1524","DBPedia","Handball"
"1525","DBPedia","Field hockey"
"1526","DBPedia","Field hockey"
"1527","DBPedia","Field hockey"
"1528","DBPedia","Volleyball"
"1529","DBPedia","Volleyball"
"1530","DBPedia","Ice Hockey"
"1531","DBPedia","Handball"
"1532","DBPedia","Field hockey"
"1533","DBPedia","Handball"
"1534","DBPedia","Volleyball"
"1535","DBPedia","Basketball"
"1536","DBPedia","Volleyball"
"1537","DBPedia","Field hockey"
"1538","DBPedia","Volleyball"
"1539","DBPedia","Handball"
"1540","DBPedia","Ice Hockey"
"1541","DBPedia","Volleyball"
"1542","DBPedia","Basketball"
"1543","DBPedia","Field hockey"
"1544","DBPedia","Field hockey"
"1545","DBPedia","Basketball"
"1546","DBPedia","Basketball"
"1547","DBPedia","Basketball"
"1548","DBPedia","Handball"
"1549","DBPedia","Field hockey"
"1550","DBPedia","Handball"
"1551","DBPedia","Basketball"
"1552","DBPedia","Volleyball"
"1553","DBPedia","Volleyball"
"1554","DBPedia","Field hockey"
"1555","DBPedia","Field hockey"
"1556","DBPedia","Volleyball"
"1557","DBPedia","Volleyball"
"1558","DBPedia","Handball"
"1559","DBPedia","Field hockey"
"1560","DBPedia","Field hockey"
"1561","DBPedia","Ice Hockey"
"1562","DBPedia","Basketball"
"1563","DBPedia","Ice Hockey"
"1564","DBPedia","Volleyball"
"1565","DBPedia","Handball"
"1566","DBPedia","Volleyball"
"1567","DBPedia","Basketball"
"1568","DBPedia","Volleyball"
"1569","DBPedia","Field hockey"
"1570","DBPedia","Volleyball"
"1571","DBPedia","Volleyball"
"1572","DBPedia","Volleyball"
"1573","DBPedia","Volleyball"
"1574","DBPedia","Field hockey"
"1575","DBPedia","Handball"
"1576","DBPedia","Field hockey"
"1577","DBPedia","Handball"
"1578","DBPedia","Basketball"
"1579","DBPedia","Volleyball"
"1580","DBPedia","Volleyball"
"1581","DBPedia","Volleyball"
"1582","DBPedia","Basketball"
"1583","DBPedia","Handball"
"1584","DBPedia","Volleyball"
"1585","DBPedia","Ice Hockey"
"1586","DBPedia","Ice Hockey"
"1587","DBPedia","Basketball"
"1588","DBPedia","Field hockey"
"1589","DBPedia","Volleyball"
"1590","DBPedia","Ice Hockey"
"1591","DBPedia","Volleyball"
"1592","DBPedia","Handball"
"1593","DBPedia","Handball"
"1594","DBPedia","Field hockey"
"1595","DBPedia","Ice Hockey"
"1596","DBPedia","Basketball"
"1597","DBPedia","Field hockey"
"1598","DBPedia","Ice Hockey"
"1599","DBPedia","Volleyball"
"1600","DBPedia","Ice Hockey"
"1601","DBPedia","Volleyball"
"1602","DBPedia","Handball"
"1603","DBPedia","Basketball"
"1604","DBPedia","Ice Hockey"
"1605","DBPedia","Basketball"
"1606","DBPedia","Basketball"
"1607","DBPedia","Ice Hockey"
"1608","DBPedia","Ice Hockey"
"1609","DBPedia","Basketball"
"1610","DBPedia","Basketball"
"1611","DBPedia","Volleyball"
"1612","DBPedia","Handball"
"1613","DBPedia","Ice Hockey"
"1614","DBPedia","Handball"
"1615","DBPedia","Volleyball"
"1616","DBPedia","Volleyball"
"1617","DBPedia","Field hockey"
"1618","DBPedia","Field hockey"
"1619","DBPedia","Ice Hockey"
"1620","DBPedia","Ice Hockey"
"1621","DBPedia","Ice Hockey"
"1622","DBPedia","Volleyball"
"1623","DBPedia","Handball"
"1624","DBPedia","Basketball"
"1625","DBPedia","Volleyball"
"1626","DBPedia","Basketball"
"1627","DBPedia","Ice Hockey"
"1628","DBPedia","Handball"
"1629","DBPedia","Field hockey"
"1630","DBPedia","Volleyball"
"1631","DBPedia","Handball"
"1632","DBPedia","Ice Hockey"
"1633","DBPedia","Handball"
"1634","DBPedia","Ice Hockey"
"1635","DBPedia","Ice Hockey"
"1636","DBPedia","Volleyball"
"1637","DBPedia","Volleyball"
"1638","DBPedia","Volleyball"
"1639","DBPedia","Handball"
"1640","DBPedia","Handball"
"1641","DBPedia","Basketball"
"1642","DBPedia","Volleyball"
"1643","DBPedia","Handball"
"1644","DBPedia","Volleyball"
"1645","DBPedia","Basketball"
"1646","DBPedia","Volleyball"
"1647","DBPedia","Ice Hockey"
"1648","DBPedia","Ice Hockey"
"1649","DBPedia","Basketball"
"1650","DBPedia","Basketball"
"1651","DBPedia","Ice Hockey"
"1652","DBPedia","Field hockey"
"1653","DBPedia","Volleyball"
"1654","DBPedia","Field hockey"
"1655","DBPedia","Handball"
"1656","DBPedia","Handball"
"1657","DBPedia","Volleyball"
"1658","DBPedia","Handball"
"1659","DBPedia","Ice Hockey"
"1660","DBPedia","Handball"
"1661","DBPedia","Basketball"
"1662","DBPedia","Field hockey"
"1663","DBPedia","Basketball"
"1664","DBPedia","Field hockey"
"1665","DBPedia","Volleyball"
"1666","DBPedia","Ice Hockey"
"1667","DBPedia","Volleyball"
"1668","DBPedia","Volleyball"
"1669","DBPedia","Handball"
"1670","DBPedia","Field hockey"
"1671","DBPedia","Handball"
"1672","DBPedia","Volleyball"
"1673","DBPedia","Field hockey"
"1674","DBPedia","Volleyball"
"1675","DBPedia","Ice Hockey"
"1676","DBPedia","Handball"
"1677","DBPedia","Handball"
"1678","DBPedia","Handball"
"1679","DBPedia","Handball"
"1680","DBPedia","Handball"
"1681","DBPedia","Ice Hockey"
"1682","DBPedia","Ice Hockey"
"1683","DBPedia","Basketball"
"1684","DBPedia","Volleyball"
"1685","DBPedia","Ice Hockey"
"1686","DBPedia","Handball"
"1687","DBPedia","Handball"
"1688","DBPedia","Ice Hockey"
"1689","DBPedia","Handball"
"1690","DBPedia","Volleyball"
"1691","DBPedia","Volleyball"
"1692","DBPedia","Ice Hockey"
"1693","DBPedia","Volleyball"
"1694","DBPedia","Basketball"
"1695","DBPedia","Handball"
"1696","DBPedia","Ice Hockey"
"1697","DBPedia","Field hockey"
"1698","DBPedia","Volleyball"
"1699","DBPedia","Ice Hockey"
"1700","DBPedia","Field hockey"
"1701","DBPedia","Ice Hockey"
"1702","DBPedia","Basketball"
"1703","DBPedia","Volleyball"
"1704","DBPedia","Handball"
"1705","DBPedia","Basketball"
"1706","DBPedia","Volleyball"
"1707","DBPedia","Volleyball"
"1708","DBPedia","Handball"
"1709","DBPedia","Volleyball"
"1710","DBPedia","Handball"
"1711","DBPedia","Ice Hockey"
"1712","DBPedia","Volleyball"
"1713","DBPedia","Basketball"
"1714","DBPedia","Basketball"
"1715","DBPedia","Handball"
"1716","DBPedia","Volleyball"
"1717","DBPedia","Ice Hockey"
"1718","DBPedia","Handball"
"1719","DBPedia","Ice Hockey"
"1720","DBPedia","Basketball"
"1721","DBPedia","Field hockey"
"1722","DBPedia","Handball"
"1723","DBPedia","Handball"
"1724","DBPedia","Volleyball"
