"","dataset","Sport"
"882","DBPedia","Handball"
"883","DBPedia","Basketball"
"884","DBPedia","Handball"
"885","DBPedia","Ice Hockey"
"886","DBPedia","Field hockey"
"887","DBPedia","Field hockey"
"888","DBPedia","Basketball"
"889","DBPedia","Basketball"
"890","DBPedia","Basketball"
"891","DBPedia","Basketball"
"892","DBPedia","Handball"
"893","DBPedia","Handball"
"894","DBPedia","Field hockey"
"895","DBPedia","Handball"
"896","DBPedia","Ice Hockey"
"897","DBPedia","Basketball"
"898","DBPedia","Volleyball"
"899","DBPedia","Handball"
"900","DBPedia","Volleyball"
"901","DBPedia","Field hockey"
"902","DBPedia","Handball"
"903","DBPedia","Field hockey"
"904","DBPedia","Handball"
"905","DBPedia","Volleyball"
"906","DBPedia","Volleyball"
"907","DBPedia","Ice Hockey"
"908","DBPedia","Handball"
"909","DBPedia","Handball"
"910","DBPedia","Field hockey"
"911","DBPedia","Field hockey"
"912","DBPedia","Ice Hockey"
"913","DBPedia","Basketball"
"914","DBPedia","Ice Hockey"
"915","DBPedia","Volleyball"
"916","DBPedia","Handball"
"917","DBPedia","Volleyball"
"918","DBPedia","Basketball"
"919","DBPedia","Volleyball"
"920","DBPedia","Volleyball"
"921","DBPedia","Field hockey"
"922","DBPedia","Volleyball"
"923","DBPedia","Volleyball"
"924","DBPedia","Volleyball"
"925","DBPedia","Volleyball"
"926","DBPedia","Field hockey"
"927","DBPedia","Handball"
"928","DBPedia","Field hockey"
"929","DBPedia","Ice Hockey"
"930","DBPedia","Ice Hockey"
"931","DBPedia","Handball"
"932","DBPedia","Field hockey"
"933","DBPedia","Basketball"
"934","DBPedia","Volleyball"
"935","DBPedia","Volleyball"
"936","DBPedia","Volleyball"
"937","DBPedia","Basketball"
"938","DBPedia","Ice Hockey"
"939","DBPedia","Handball"
"940","DBPedia","Volleyball"
"941","DBPedia","Ice Hockey"
"942","DBPedia","Ice Hockey"
"943","DBPedia","Basketball"
"944","DBPedia","Field hockey"
"945","DBPedia","Volleyball"
"946","DBPedia","Ice Hockey"
"947","DBPedia","Volleyball"
"948","DBPedia","Handball"
"949","DBPedia","Handball"
"950","DBPedia","Field hockey"
"951","DBPedia","Ice Hockey"
"952","DBPedia","Basketball"
"953","DBPedia","Field hockey"
"954","DBPedia","Ice Hockey"
"955","DBPedia","Volleyball"
"956","DBPedia","Volleyball"
"957","DBPedia","Handball"
"958","DBPedia","Handball"
"959","DBPedia","Ice Hockey"
"960","DBPedia","Basketball"
"961","DBPedia","Ice Hockey"
"962","DBPedia","Volleyball"
"963","DBPedia","Basketball"
"964","DBPedia","Basketball"
"965","DBPedia","Ice Hockey"
"966","DBPedia","Basketball"
"967","DBPedia","Basketball"
"968","DBPedia","Volleyball"
"969","DBPedia","Handball"
"970","DBPedia","Ice Hockey"
"971","DBPedia","Handball"
"972","DBPedia","Volleyball"
"973","DBPedia","Volleyball"
"974","DBPedia","Field hockey"
"975","DBPedia","Field hockey"
"976","DBPedia","Ice Hockey"
"977","DBPedia","Ice Hockey"
"978","DBPedia","Ice Hockey"
"979","DBPedia","Volleyball"
"980","DBPedia","Handball"
"981","DBPedia","Ice Hockey"
"982","DBPedia","Handball"
"983","DBPedia","Basketball"
"984","DBPedia","Volleyball"
"985","DBPedia","Ice Hockey"
"986","DBPedia","Basketball"
"987","DBPedia","Ice Hockey"
"988","DBPedia","Handball"
"989","DBPedia","Field hockey"
"990","DBPedia","Ice Hockey"
"991","DBPedia","Handball"
"992","DBPedia","Volleyball"
"993","DBPedia","Handball"
"994","DBPedia","Ice Hockey"
"995","DBPedia","Handball"
"996","DBPedia","Handball"
"997","DBPedia","Ice Hockey"
"998","DBPedia","Ice Hockey"
"999","DBPedia","Volleyball"
"1000","DBPedia","Field hockey"
"1001","DBPedia","Volleyball"
"1002","DBPedia","Volleyball"
"1003","DBPedia","Handball"
"1004","DBPedia","Field hockey"
"1005","DBPedia","Handball"
"1006","DBPedia","Basketball"
"1007","DBPedia","Volleyball"
"1008","DBPedia","Volleyball"
"1009","DBPedia","Handball"
"1010","DBPedia","Volleyball"
"1011","DBPedia","Basketball"
"1012","DBPedia","Ice Hockey"
"1013","DBPedia","Volleyball"
"1014","DBPedia","Ice Hockey"
"1015","DBPedia","Ice Hockey"
"1016","DBPedia","Basketball"
"1017","DBPedia","Basketball"
"1018","DBPedia","Ice Hockey"
"1019","DBPedia","Field hockey"
"1020","DBPedia","Volleyball"
"1021","DBPedia","Field hockey"
"1022","DBPedia","Handball"
"1023","DBPedia","Handball"
"1024","DBPedia","Volleyball"
"1025","DBPedia","Handball"
"1026","DBPedia","Ice Hockey"
"1027","DBPedia","Handball"
"1028","DBPedia","Basketball"
"1029","DBPedia","Volleyball"
"1030","DBPedia","Volleyball"
"1031","DBPedia","Field hockey"
"1032","DBPedia","Basketball"
"1033","DBPedia","Volleyball"
"1034","DBPedia","Ice Hockey"
"1035","DBPedia","Basketball"
"1036","DBPedia","Volleyball"
"1037","DBPedia","Volleyball"
"1038","DBPedia","Handball"
"1039","DBPedia","Field hockey"
"1040","DBPedia","Handball"
"1041","DBPedia","Volleyball"
"1042","DBPedia","Volleyball"
"1043","DBPedia","Field hockey"
"1044","DBPedia","Volleyball"
"1045","DBPedia","Field hockey"
"1046","DBPedia","Ice Hockey"
"1047","DBPedia","Handball"
"1048","DBPedia","Handball"
"1049","DBPedia","Basketball"
"1050","DBPedia","Basketball"
"1051","DBPedia","Handball"
"1052","DBPedia","Handball"
"1053","DBPedia","Handball"
"1054","DBPedia","Ice Hockey"
"1055","DBPedia","Ice Hockey"
"1056","DBPedia","Ice Hockey"
"1057","DBPedia","Ice Hockey"
"1058","DBPedia","Basketball"
"1059","DBPedia","Volleyball"
"1060","DBPedia","Ice Hockey"
"1061","DBPedia","Handball"
"1062","DBPedia","Handball"
"1063","DBPedia","Ice Hockey"
"1064","DBPedia","Handball"
"1065","DBPedia","Ice Hockey"
"1066","DBPedia","Volleyball"
"1067","DBPedia","Volleyball"
"1068","DBPedia","Ice Hockey"
"1069","DBPedia","Basketball"
"1070","DBPedia","Ice Hockey"
"1071","DBPedia","Handball"
"1072","DBPedia","Volleyball"
"1073","DBPedia","Ice Hockey"
"1074","DBPedia","Ice Hockey"
"1075","DBPedia","Volleyball"
"1076","DBPedia","Volleyball"
"1077","DBPedia","Basketball"
"1078","DBPedia","Handball"
"1079","DBPedia","Ice Hockey"
"1080","DBPedia","Field hockey"
"1081","DBPedia","Volleyball"
"1082","DBPedia","Ice Hockey"
"1083","DBPedia","Field hockey"
"1084","DBPedia","Ice Hockey"
"1085","DBPedia","Basketball"
"1086","DBPedia","Volleyball"
"1087","DBPedia","Volleyball"
"1088","DBPedia","Field hockey"
"1089","DBPedia","Handball"
"1090","DBPedia","Basketball"
"1091","DBPedia","Volleyball"
"1092","DBPedia","Volleyball"
"1093","DBPedia","Handball"
"1094","DBPedia","Volleyball"
"1095","DBPedia","Handball"
"1096","DBPedia","Handball"
"1097","DBPedia","Ice Hockey"
"1098","DBPedia","Volleyball"
"1099","DBPedia","Basketball"
"1100","DBPedia","Basketball"
"1101","DBPedia","Handball"
"1102","DBPedia","Field hockey"
"1103","DBPedia","Volleyball"
"1104","DBPedia","Field hockey"
"1105","DBPedia","Ice Hockey"
"1106","DBPedia","Ice Hockey"
"1107","DBPedia","Handball"
"1108","DBPedia","Volleyball"
"1109","DBPedia","Ice Hockey"
"1110","DBPedia","Basketball"
"1111","DBPedia","Field hockey"
"1112","DBPedia","Volleyball"
"1113","DBPedia","Handball"
"1114","DBPedia","Handball"
"1115","DBPedia","Ice Hockey"
"1116","DBPedia","Volleyball"
"1117","DBPedia","Handball"
"1118","DBPedia","Field hockey"
"1119","DBPedia","Ice Hockey"
"1120","DBPedia","Volleyball"
"1121","DBPedia","Ice Hockey"
"1122","DBPedia","Basketball"
"1123","DBPedia","Handball"
"1124","DBPedia","Field hockey"
"1125","DBPedia","Ice Hockey"
"1126","DBPedia","Volleyball"
"1127","DBPedia","Handball"
"1128","DBPedia","Ice Hockey"
"1129","DBPedia","Handball"
"1130","DBPedia","Basketball"
"1131","DBPedia","Ice Hockey"
"1132","DBPedia","Basketball"
"1133","DBPedia","Volleyball"
"1134","DBPedia","Field hockey"
"1135","DBPedia","Volleyball"
"1136","DBPedia","Field hockey"
"1137","DBPedia","Handball"
"1138","DBPedia","Handball"
"1139","DBPedia","Field hockey"
"1140","DBPedia","Basketball"
"1141","DBPedia","Basketball"
"1142","DBPedia","Field hockey"
"1143","DBPedia","Ice Hockey"
"1144","DBPedia","Handball"
"1145","DBPedia","Basketball"
"1146","DBPedia","Ice Hockey"
"1147","DBPedia","Ice Hockey"
"1148","DBPedia","Handball"
"1149","DBPedia","Field hockey"
"1150","DBPedia","Field hockey"
"1151","DBPedia","Volleyball"
"1152","DBPedia","Handball"
"1153","DBPedia","Volleyball"
"1154","DBPedia","Handball"
"1155","DBPedia","Basketball"
"1156","DBPedia","Ice Hockey"
"1157","DBPedia","Handball"
"1158","DBPedia","Handball"
"1159","DBPedia","Volleyball"
"1160","DBPedia","Ice Hockey"
"1161","DBPedia","Field hockey"
"1162","DBPedia","Handball"
"1163","DBPedia","Handball"
"1164","DBPedia","Volleyball"
"1165","DBPedia","Basketball"
"1166","DBPedia","Volleyball"
"1167","DBPedia","Volleyball"
"1168","DBPedia","Ice Hockey"
"1169","DBPedia","Field hockey"
"1170","DBPedia","Ice Hockey"
"1171","DBPedia","Handball"
"1172","DBPedia","Basketball"
"1173","DBPedia","Handball"
"1174","DBPedia","Basketball"
"1175","DBPedia","Ice Hockey"
"1176","DBPedia","Handball"
"1177","DBPedia","Handball"
"1178","DBPedia","Volleyball"
"1179","DBPedia","Field hockey"
"1180","DBPedia","Basketball"
"1181","DBPedia","Ice Hockey"
"1182","DBPedia","Basketball"
"1183","DBPedia","Volleyball"
"1184","DBPedia","Basketball"
"1185","DBPedia","Handball"
"1186","DBPedia","Volleyball"
"1187","DBPedia","Ice Hockey"
"1188","DBPedia","Field hockey"
"1189","DBPedia","Handball"
"1190","DBPedia","Field hockey"
"1191","DBPedia","Ice Hockey"
"1192","DBPedia","Basketball"
"1193","DBPedia","Ice Hockey"
"1194","DBPedia","Volleyball"
"1195","DBPedia","Ice Hockey"
"1196","DBPedia","Field hockey"
"1197","DBPedia","Field hockey"
"1198","DBPedia","Field hockey"
"1199","DBPedia","Handball"
"1200","DBPedia","Handball"
"1201","DBPedia","Field hockey"
"1202","DBPedia","Basketball"
"1203","DBPedia","Ice Hockey"
"1204","DBPedia","Ice Hockey"
"1205","DBPedia","Ice Hockey"
"1206","DBPedia","Handball"
"1207","DBPedia","Ice Hockey"
"1208","DBPedia","Basketball"
"1209","DBPedia","Handball"
"1210","DBPedia","Handball"
"1211","DBPedia","Basketball"
"1212","DBPedia","Volleyball"
"1213","DBPedia","Ice Hockey"
"1214","DBPedia","Volleyball"
"1215","DBPedia","Ice Hockey"
"1216","DBPedia","Field hockey"
"1217","DBPedia","Ice Hockey"
"1218","DBPedia","Ice Hockey"
"1219","DBPedia","Ice Hockey"
"1220","DBPedia","Field hockey"
"1221","DBPedia","Handball"
"1222","DBPedia","Handball"
"1223","DBPedia","Volleyball"
"1224","DBPedia","Ice Hockey"
"1225","DBPedia","Field hockey"
"1226","DBPedia","Handball"
"1227","DBPedia","Ice Hockey"
"1228","DBPedia","Handball"
"1229","DBPedia","Basketball"
"1230","DBPedia","Volleyball"
"1231","DBPedia","Basketball"
"1232","DBPedia","Basketball"
"1233","DBPedia","Ice Hockey"
"1234","DBPedia","Handball"
"1235","DBPedia","Ice Hockey"
"1236","DBPedia","Handball"
"1237","DBPedia","Ice Hockey"
"1238","DBPedia","Ice Hockey"
"1239","DBPedia","Ice Hockey"
"1240","DBPedia","Ice Hockey"
"1241","DBPedia","Volleyball"
"1242","DBPedia","Ice Hockey"
"1243","DBPedia","Handball"
"1244","DBPedia","Ice Hockey"
"1245","DBPedia","Field hockey"
"1246","DBPedia","Basketball"
"1247","DBPedia","Ice Hockey"
"1248","DBPedia","Field hockey"
"1249","DBPedia","Handball"
"1250","DBPedia","Basketball"
"1251","DBPedia","Field hockey"
"1252","DBPedia","Ice Hockey"
"1253","DBPedia","Field hockey"
"1254","DBPedia","Volleyball"
"1255","DBPedia","Volleyball"
"1256","DBPedia","Ice Hockey"
"1257","DBPedia","Ice Hockey"
"1258","DBPedia","Ice Hockey"
"1259","DBPedia","Handball"
"1260","DBPedia","Handball"
"1261","DBPedia","Handball"
"1262","DBPedia","Basketball"
"1263","DBPedia","Ice Hockey"
"1264","DBPedia","Field hockey"
"1265","DBPedia","Ice Hockey"
"1266","DBPedia","Ice Hockey"
"1267","DBPedia","Ice Hockey"
"1268","DBPedia","Volleyball"
"1269","DBPedia","Handball"
"1270","DBPedia","Handball"
"1271","DBPedia","Handball"
"1272","DBPedia","Volleyball"
"1273","DBPedia","Ice Hockey"
"1274","DBPedia","Ice Hockey"
"1275","DBPedia","Volleyball"
"1276","DBPedia","Field hockey"
"1277","DBPedia","Field hockey"
"1278","DBPedia","Field hockey"
"1279","DBPedia","Field hockey"
"1280","DBPedia","Ice Hockey"
"1281","DBPedia","Field hockey"
"1282","DBPedia","Basketball"
"1283","DBPedia","Basketball"
"1284","DBPedia","Ice Hockey"
"1285","DBPedia","Ice Hockey"
"1286","DBPedia","Basketball"
"1287","DBPedia","Basketball"
"1288","DBPedia","Ice Hockey"
"1289","DBPedia","Basketball"
"1290","DBPedia","Volleyball"
"1291","DBPedia","Ice Hockey"
"1292","DBPedia","Ice Hockey"
"1293","DBPedia","Handball"
"1294","DBPedia","Ice Hockey"
"1295","DBPedia","Field hockey"
"1296","DBPedia","Volleyball"
"1297","DBPedia","Ice Hockey"
"1298","DBPedia","Basketball"
"1299","DBPedia","Basketball"
"1300","DBPedia","Ice Hockey"
"1301","DBPedia","Basketball"
"1302","DBPedia","Field hockey"
"1303","DBPedia","Ice Hockey"
"1304","DBPedia","Volleyball"
"1305","DBPedia","Volleyball"
"1306","DBPedia","Field hockey"
"1307","DBPedia","Handball"
"1308","DBPedia","Ice Hockey"
"1309","DBPedia","Field hockey"
"1310","DBPedia","Ice Hockey"
"1311","DBPedia","Ice Hockey"
"1312","DBPedia","Basketball"
"1313","DBPedia","Ice Hockey"
"1314","DBPedia","Volleyball"
"1315","DBPedia","Field hockey"
"1316","DBPedia","Handball"
"1317","DBPedia","Ice Hockey"
"1318","DBPedia","Basketball"
"1319","DBPedia","Basketball"
"1320","DBPedia","Basketball"
"1321","DBPedia","Volleyball"
"1322","DBPedia","Handball"
"1323","DBPedia","Handball"
"1324","DBPedia","Field hockey"
"1325","DBPedia","Basketball"
"1326","DBPedia","Basketball"
"1327","DBPedia","Ice Hockey"
"1328","DBPedia","Field hockey"
"1329","DBPedia","Volleyball"
"1330","DBPedia","Field hockey"
"1331","DBPedia","Field hockey"
"1332","DBPedia","Handball"
"1333","DBPedia","Handball"
"1334","DBPedia","Ice Hockey"
"1335","DBPedia","Volleyball"
"1336","DBPedia","Volleyball"
"1337","DBPedia","Handball"
"1338","DBPedia","Basketball"
"1339","DBPedia","Basketball"
"1340","DBPedia","Volleyball"
"1341","DBPedia","Handball"
"1342","DBPedia","Ice Hockey"
"1343","DBPedia","Ice Hockey"
"1344","DBPedia","Field hockey"
"1345","DBPedia","Field hockey"
"1346","DBPedia","Ice Hockey"
"1347","DBPedia","Basketball"
"1348","DBPedia","Ice Hockey"
"1349","DBPedia","Field hockey"
"1350","DBPedia","Handball"
"1351","DBPedia","Ice Hockey"
"1352","DBPedia","Basketball"
"1353","DBPedia","Handball"
"1354","DBPedia","Field hockey"
"1355","DBPedia","Volleyball"
"1356","DBPedia","Ice Hockey"
"1357","DBPedia","Ice Hockey"
"1358","DBPedia","Handball"
"1359","DBPedia","Handball"
"1360","DBPedia","Ice Hockey"
"1361","DBPedia","Ice Hockey"
"1362","DBPedia","Ice Hockey"
"1363","DBPedia","Field hockey"
"1364","DBPedia","Ice Hockey"
"1365","DBPedia","Ice Hockey"
"1366","DBPedia","Volleyball"
"1367","DBPedia","Ice Hockey"
"1368","DBPedia","Ice Hockey"
"1369","DBPedia","Handball"
"1370","DBPedia","Handball"
"1371","DBPedia","Volleyball"
"1372","DBPedia","Ice Hockey"
"1373","DBPedia","Handball"
"1374","DBPedia","Field hockey"
"1375","DBPedia","Basketball"
"1376","DBPedia","Field hockey"
"1377","DBPedia","Volleyball"
"1378","DBPedia","Volleyball"
"1379","DBPedia","Handball"
"1380","DBPedia","Basketball"
"1381","DBPedia","Ice Hockey"
"1382","DBPedia","Ice Hockey"
"1383","DBPedia","Basketball"
"1384","DBPedia","Ice Hockey"
"1385","DBPedia","Handball"
"1386","DBPedia","Handball"
"1387","DBPedia","Volleyball"
"1388","DBPedia","Volleyball"
"1389","DBPedia","Ice Hockey"
"1390","DBPedia","Volleyball"
"1391","DBPedia","Field hockey"
"1392","DBPedia","Volleyball"
"1393","DBPedia","Basketball"
"1394","DBPedia","Volleyball"
"1395","DBPedia","Volleyball"
"1396","DBPedia","Handball"
"1397","DBPedia","Basketball"
"1398","DBPedia","Basketball"
"1399","DBPedia","Handball"
"1400","DBPedia","Handball"
"1401","DBPedia","Field hockey"
"1402","DBPedia","Ice Hockey"
"1403","DBPedia","Ice Hockey"
"1404","DBPedia","Field hockey"
"1405","DBPedia","Ice Hockey"
"1406","DBPedia","Ice Hockey"
"1407","DBPedia","Volleyball"
"1408","DBPedia","Volleyball"
"1409","DBPedia","Volleyball"
"1410","DBPedia","Basketball"
"1411","DBPedia","Basketball"
"1412","DBPedia","Ice Hockey"
"1413","DBPedia","Volleyball"
"1414","DBPedia","Handball"
"1415","DBPedia","Basketball"
"1416","DBPedia","Field hockey"
"1417","DBPedia","Field hockey"
"1418","DBPedia","Handball"
"1419","DBPedia","Field hockey"
"1420","DBPedia","Field hockey"
"1421","DBPedia","Ice Hockey"
"1422","DBPedia","Basketball"
"1423","DBPedia","Ice Hockey"
"1424","DBPedia","Handball"
"1425","DBPedia","Handball"
"1426","DBPedia","Ice Hockey"
"1427","DBPedia","Field hockey"
"1428","DBPedia","Field hockey"
"1429","DBPedia","Ice Hockey"
"1430","DBPedia","Basketball"
"1431","DBPedia","Volleyball"
"1432","DBPedia","Handball"
"1433","DBPedia","Volleyball"
"1434","DBPedia","Ice Hockey"
"1435","DBPedia","Handball"
"1436","DBPedia","Handball"
"1437","DBPedia","Volleyball"
"1438","DBPedia","Handball"
"1439","DBPedia","Volleyball"
"1440","DBPedia","Volleyball"
"1441","DBPedia","Field hockey"
"1442","DBPedia","Field hockey"
"1443","DBPedia","Handball"
"1444","DBPedia","Ice Hockey"
"1445","DBPedia","Field hockey"
"1446","DBPedia","Ice Hockey"
"1447","DBPedia","Basketball"
"1448","DBPedia","Field hockey"
"1449","DBPedia","Field hockey"
"1450","DBPedia","Ice Hockey"
"1451","DBPedia","Field hockey"
"1452","DBPedia","Volleyball"
"1453","DBPedia","Field hockey"
"1454","DBPedia","Ice Hockey"
"1455","DBPedia","Volleyball"
"1456","DBPedia","Field hockey"
"1457","DBPedia","Field hockey"
"1458","DBPedia","Ice Hockey"
"1459","DBPedia","Field hockey"
"1460","DBPedia","Handball"
"1461","DBPedia","Ice Hockey"
"1462","DBPedia","Volleyball"
"1463","DBPedia","Basketball"
"1464","DBPedia","Handball"
"1465","DBPedia","Ice Hockey"
"1466","DBPedia","Volleyball"
"1467","DBPedia","Handball"
"1468","DBPedia","Basketball"
"1469","DBPedia","Handball"
"1470","DBPedia","Basketball"
"1471","DBPedia","Field hockey"
"1472","DBPedia","Ice Hockey"
"1473","DBPedia","Ice Hockey"
"1474","DBPedia","Handball"
"1475","DBPedia","Basketball"
"1476","DBPedia","Volleyball"
"1477","DBPedia","Volleyball"
"1478","DBPedia","Volleyball"
"1479","DBPedia","Field hockey"
"1480","DBPedia","Ice Hockey"
"1481","DBPedia","Ice Hockey"
"1482","DBPedia","Volleyball"
"1483","DBPedia","Field hockey"
"1484","DBPedia","Field hockey"
"1485","DBPedia","Ice Hockey"
"1486","DBPedia","Volleyball"
"1487","DBPedia","Ice Hockey"
"1488","DBPedia","Ice Hockey"
"1489","DBPedia","Field hockey"
"1490","DBPedia","Field hockey"
"1491","DBPedia","Field hockey"
"1492","DBPedia","Volleyball"
"1493","DBPedia","Ice Hockey"
"1494","DBPedia","Ice Hockey"
"1495","DBPedia","Handball"
"1496","DBPedia","Handball"
"1497","DBPedia","Ice Hockey"
"1498","DBPedia","Field hockey"
"1499","DBPedia","Field hockey"
"1500","DBPedia","Field hockey"
"1501","DBPedia","Field hockey"
"1502","DBPedia","Ice Hockey"
"1503","DBPedia","Ice Hockey"
"1504","DBPedia","Handball"
"1505","DBPedia","Volleyball"
"1506","DBPedia","Volleyball"
"1507","DBPedia","Volleyball"
"1508","DBPedia","Handball"
"1509","DBPedia","Volleyball"
"1510","DBPedia","Ice Hockey"
"1511","DBPedia","Ice Hockey"
"1512","DBPedia","Ice Hockey"
"1513","DBPedia","Volleyball"
"1514","DBPedia","Volleyball"
"1515","DBPedia","Field hockey"
"1516","DBPedia","Ice Hockey"
"1517","DBPedia","Ice Hockey"
"1518","DBPedia","Basketball"
"1519","DBPedia","Handball"
"1520","DBPedia","Field hockey"
"1521","DBPedia","Volleyball"
"1522","DBPedia","Field hockey"
"1523","DBPedia","Basketball"
"1524","DBPedia","Basketball"
"1525","DBPedia","Ice Hockey"
"1526","DBPedia","Handball"
"1527","DBPedia","Basketball"
"1528","DBPedia","Ice Hockey"
"1529","DBPedia","Ice Hockey"
"1530","DBPedia","Volleyball"
"1531","DBPedia","Volleyball"
"1532","DBPedia","Handball"
"1533","DBPedia","Basketball"
"1534","DBPedia","Handball"
"1535","DBPedia","Field hockey"
"1536","DBPedia","Handball"
"1537","DBPedia","Handball"
"1538","DBPedia","Field hockey"
"1539","DBPedia","Volleyball"
"1540","DBPedia","Basketball"
"1541","DBPedia","Basketball"
"1542","DBPedia","Ice Hockey"
"1543","DBPedia","Volleyball"
"1544","DBPedia","Basketball"
"1545","DBPedia","Field hockey"
"1546","DBPedia","Handball"
"1547","DBPedia","Field hockey"
"1548","DBPedia","Handball"
"1549","DBPedia","Ice Hockey"
"1550","DBPedia","Volleyball"
"1551","DBPedia","Ice Hockey"
"1552","DBPedia","Ice Hockey"
"1553","DBPedia","Basketball"
"1554","DBPedia","Handball"
"1555","DBPedia","Volleyball"
"1556","DBPedia","Handball"
"1557","DBPedia","Handball"
"1558","DBPedia","Basketball"
"1559","DBPedia","Volleyball"
"1560","DBPedia","Handball"
"1561","DBPedia","Basketball"
"1562","DBPedia","Basketball"
"1563","DBPedia","Handball"
"1564","DBPedia","Basketball"
"1565","DBPedia","Volleyball"
"1566","DBPedia","Volleyball"
"1567","DBPedia","Handball"
"1568","DBPedia","Handball"
"1569","DBPedia","Basketball"
"1570","DBPedia","Handball"
"1571","DBPedia","Volleyball"
"1572","DBPedia","Volleyball"
"1573","DBPedia","Field hockey"
"1574","DBPedia","Handball"
"1575","DBPedia","Field hockey"
"1576","DBPedia","Volleyball"
"1577","DBPedia","Handball"
"1578","DBPedia","Handball"
"1579","DBPedia","Basketball"
"1580","DBPedia","Field hockey"
"1581","DBPedia","Volleyball"
"1582","DBPedia","Basketball"
"1583","DBPedia","Basketball"
"1584","DBPedia","Field hockey"
"1585","DBPedia","Volleyball"
"1586","DBPedia","Handball"
"1587","DBPedia","Volleyball"
"1588","DBPedia","Handball"
"1589","DBPedia","Volleyball"
"1590","DBPedia","Handball"
"1591","DBPedia","Volleyball"
"1592","DBPedia","Handball"
"1593","DBPedia","Field hockey"
"1594","DBPedia","Handball"
"1595","DBPedia","Field hockey"
"1596","DBPedia","Volleyball"
"1597","DBPedia","Handball"
"1598","DBPedia","Handball"
"1599","DBPedia","Handball"
"1600","DBPedia","Field hockey"
"1601","DBPedia","Volleyball"
"1602","DBPedia","Handball"
"1603","DBPedia","Volleyball"
"1604","DBPedia","Volleyball"
"1605","DBPedia","Ice Hockey"
"1606","DBPedia","Volleyball"
"1607","DBPedia","Ice Hockey"
"1608","DBPedia","Handball"
"1609","DBPedia","Ice Hockey"
"1610","DBPedia","Basketball"
"1611","DBPedia","Field hockey"
"1612","DBPedia","Handball"
"1613","DBPedia","Basketball"
"1614","DBPedia","Field hockey"
"1615","DBPedia","Field hockey"
"1616","DBPedia","Handball"
"1617","DBPedia","Volleyball"
"1618","DBPedia","Field hockey"
"1619","DBPedia","Volleyball"
"1620","DBPedia","Field hockey"
"1621","DBPedia","Volleyball"
"1622","DBPedia","Volleyball"
"1623","DBPedia","Basketball"
"1624","DBPedia","Field hockey"
"1625","DBPedia","Ice Hockey"
"1626","DBPedia","Field hockey"
"1627","DBPedia","Volleyball"
"1628","DBPedia","Volleyball"
"1629","DBPedia","Basketball"
"1630","DBPedia","Handball"
"1631","DBPedia","Volleyball"
"1632","DBPedia","Handball"
"1633","DBPedia","Handball"
"1634","DBPedia","Ice Hockey"
"1635","DBPedia","Volleyball"
"1636","DBPedia","Handball"
"1637","DBPedia","Volleyball"
"1638","DBPedia","Handball"
"1639","DBPedia","Volleyball"
"1640","DBPedia","Handball"
"1641","DBPedia","Handball"
"1642","DBPedia","Ice Hockey"
"1643","DBPedia","Ice Hockey"
"1644","DBPedia","Ice Hockey"
"1645","DBPedia","Volleyball"
"1646","DBPedia","Volleyball"
"1647","DBPedia","Handball"
"1648","DBPedia","Ice Hockey"
"1649","DBPedia","Field hockey"
"1650","DBPedia","Volleyball"
"1651","DBPedia","Handball"
"1652","DBPedia","Volleyball"
"1653","DBPedia","Volleyball"
"1654","DBPedia","Volleyball"
"1655","DBPedia","Handball"
"1656","DBPedia","Field hockey"
"1657","DBPedia","Field hockey"
"1658","DBPedia","Handball"
"1659","DBPedia","Field hockey"
"1660","DBPedia","Handball"
"1661","DBPedia","Volleyball"
"1662","DBPedia","Handball"
"1663","DBPedia","Handball"
"1664","DBPedia","Field hockey"
"1665","DBPedia","Handball"
"1666","DBPedia","Field hockey"
"1667","DBPedia","Handball"
"1668","DBPedia","Handball"
"1669","DBPedia","Field hockey"
"1670","DBPedia","Handball"
"1671","DBPedia","Handball"
"1672","DBPedia","Handball"
"1673","DBPedia","Field hockey"
"1674","DBPedia","Volleyball"
"1675","DBPedia","Handball"
"1676","DBPedia","Field hockey"
"1677","DBPedia","Handball"
"1678","DBPedia","Field hockey"
"1679","DBPedia","Handball"
"1680","DBPedia","Volleyball"
"1681","DBPedia","Handball"
"1682","DBPedia","Field hockey"
"1683","DBPedia","Basketball"
"1684","DBPedia","Field hockey"
"1685","DBPedia","Volleyball"
"1686","DBPedia","Handball"
"1687","DBPedia","Ice Hockey"
"1688","DBPedia","Volleyball"
"1689","DBPedia","Field hockey"
"1690","DBPedia","Field hockey"
"1691","DBPedia","Handball"
"1692","DBPedia","Volleyball"
"1693","DBPedia","Handball"
"1694","DBPedia","Ice Hockey"
"1695","DBPedia","Handball"
"1696","DBPedia","Ice Hockey"
"1697","DBPedia","Field hockey"
"1698","DBPedia","Ice Hockey"
"1699","DBPedia","Basketball"
"1700","DBPedia","Handball"
"1701","DBPedia","Basketball"
"1702","DBPedia","Handball"
"1703","DBPedia","Field hockey"
"1704","DBPedia","Handball"
"1705","DBPedia","Handball"
"1706","DBPedia","Field hockey"
"1707","DBPedia","Volleyball"
"1708","DBPedia","Handball"
"1709","DBPedia","Basketball"
"1710","DBPedia","Field hockey"
"1711","DBPedia","Field hockey"
"1712","DBPedia","Field hockey"
"1713","DBPedia","Basketball"
"1714","DBPedia","Field hockey"
"1715","DBPedia","Field hockey"
"1716","DBPedia","Volleyball"
"1717","DBPedia","Volleyball"
"1718","DBPedia","Handball"
