"","dataset","Sport"
"1719","DBPedia","Field hockey"
"1720","DBPedia","Volleyball"
"1721","DBPedia","Volleyball"
"1722","DBPedia","Ice Hockey"
"1723","DBPedia","Handball"
"1724","DBPedia","Handball"
"1725","DBPedia","Ice Hockey"
"1726","DBPedia","Volleyball"
"1727","DBPedia","Handball"
"1728","DBPedia","Ice Hockey"
"1729","DBPedia","Ice Hockey"
"1730","DBPedia","Field hockey"
"1731","DBPedia","Volleyball"
"1732","DBPedia","Ice Hockey"
"1733","DBPedia","Field hockey"
"1734","DBPedia","Volleyball"
"1735","DBPedia","Ice Hockey"
"1736","DBPedia","Field hockey"
"1737","DBPedia","Ice Hockey"
"1738","DBPedia","Handball"
"1739","DBPedia","Handball"
"1740","DBPedia","Basketball"
"1741","DBPedia","Handball"
"1742","DBPedia","Volleyball"
"1743","DBPedia","Handball"
"1744","DBPedia","Handball"
"1745","DBPedia","Volleyball"
"1746","DBPedia","Handball"
"1747","DBPedia","Volleyball"
"1748","DBPedia","Ice Hockey"
"1749","DBPedia","Handball"
"1750","DBPedia","Field hockey"
"1751","DBPedia","Ice Hockey"
"1752","DBPedia","Ice Hockey"
"1753","DBPedia","Field hockey"
"1754","DBPedia","Field hockey"
"1755","DBPedia","Handball"
"1756","DBPedia","Volleyball"
"1757","DBPedia","Volleyball"
"1758","DBPedia","Handball"
"1759","DBPedia","Volleyball"
"1760","DBPedia","Handball"
"1761","DBPedia","Ice Hockey"
"1762","DBPedia","Field hockey"
"1763","DBPedia","Field hockey"
"1764","DBPedia","Handball"
"1765","DBPedia","Handball"
"1766","DBPedia","Handball"
"1767","DBPedia","Basketball"
"1768","DBPedia","Field hockey"
"1769","DBPedia","Handball"
"1770","DBPedia","Field hockey"
"1771","DBPedia","Handball"
"1772","DBPedia","Handball"
"1773","DBPedia","Handball"
"1774","DBPedia","Handball"
"1775","DBPedia","Handball"
"1776","DBPedia","Field hockey"
"1777","DBPedia","Field hockey"
"1778","DBPedia","Field hockey"
"1779","DBPedia","Handball"
"1780","DBPedia","Volleyball"
"1781","DBPedia","Volleyball"
"1782","DBPedia","Volleyball"
"1783","DBPedia","Field hockey"
"1784","DBPedia","Volleyball"
"1785","DBPedia","Ice Hockey"
"1786","DBPedia","Handball"
"1787","DBPedia","Volleyball"
"1788","DBPedia","Handball"
"1789","DBPedia","Ice Hockey"
"1790","DBPedia","Volleyball"
"1791","DBPedia","Ice Hockey"
"1792","DBPedia","Handball"
"1793","DBPedia","Handball"
"1794","DBPedia","Volleyball"
"1795","DBPedia","Handball"
"1796","DBPedia","Field hockey"
"1797","DBPedia","Ice Hockey"
"1798","DBPedia","Volleyball"
"1799","DBPedia","Handball"
"1800","DBPedia","Basketball"
"1801","DBPedia","Handball"
"1802","DBPedia","Ice Hockey"
"1803","DBPedia","Volleyball"
"1804","DBPedia","Handball"
"1805","DBPedia","Handball"
"1806","DBPedia","Basketball"
"1807","DBPedia","Field hockey"
"1808","DBPedia","Ice Hockey"
"1809","DBPedia","Handball"
"1810","DBPedia","Ice Hockey"
"1811","DBPedia","Volleyball"
"1812","DBPedia","Ice Hockey"
"1813","DBPedia","Volleyball"
"1814","DBPedia","Handball"
"1815","DBPedia","Handball"
"1816","DBPedia","Handball"
"1817","DBPedia","Ice Hockey"
"1818","DBPedia","Field hockey"
"1819","DBPedia","Volleyball"
"1820","DBPedia","Handball"
"1821","DBPedia","Ice Hockey"
"1822","DBPedia","Field hockey"
"1823","DBPedia","Field hockey"
"1824","DBPedia","Handball"
"1825","DBPedia","Handball"
"1826","DBPedia","Volleyball"
"1827","DBPedia","Handball"
"1828","DBPedia","Field hockey"
"1829","DBPedia","Volleyball"
"1830","DBPedia","Handball"
"1831","DBPedia","Volleyball"
"1832","DBPedia","Field hockey"
"1833","DBPedia","Handball"
"1834","DBPedia","Field hockey"
"1835","DBPedia","Handball"
"1836","DBPedia","Volleyball"
"1837","DBPedia","Volleyball"
"1838","DBPedia","Handball"
"1839","DBPedia","Volleyball"
"1840","DBPedia","Field hockey"
"1841","DBPedia","Basketball"
"1842","DBPedia","Basketball"
"1843","DBPedia","Field hockey"
"1844","DBPedia","Field hockey"
"1845","DBPedia","Field hockey"
"1846","DBPedia","Handball"
"1847","DBPedia","Field hockey"
"1848","DBPedia","Handball"
"1849","DBPedia","Handball"
"1850","DBPedia","Handball"
"1851","DBPedia","Field hockey"
"1852","DBPedia","Handball"
"1853","DBPedia","Basketball"
"1854","DBPedia","Ice Hockey"
"1855","DBPedia","Field hockey"
"1856","DBPedia","Field hockey"
"1857","DBPedia","Basketball"
"1858","DBPedia","Basketball"
"1859","DBPedia","Basketball"
"1860","DBPedia","Ice Hockey"
"1861","DBPedia","Handball"
"1862","DBPedia","Ice Hockey"
"1863","DBPedia","Ice Hockey"
"1864","DBPedia","Ice Hockey"
"1865","DBPedia","Ice Hockey"
"1866","DBPedia","Ice Hockey"
"1867","DBPedia","Handball"
"1868","DBPedia","Handball"
"1869","DBPedia","Volleyball"
"1870","DBPedia","Handball"
"1871","DBPedia","Handball"
"1872","DBPedia","Basketball"
"1873","DBPedia","Volleyball"
"1874","DBPedia","Volleyball"
"1875","DBPedia","Field hockey"
"1876","DBPedia","Volleyball"
"1877","DBPedia","Volleyball"
"1878","DBPedia","Handball"
"1879","DBPedia","Basketball"
"1880","DBPedia","Volleyball"
"1881","DBPedia","Ice Hockey"
"1882","DBPedia","Handball"
"1883","DBPedia","Ice Hockey"
"1884","DBPedia","Ice Hockey"
"1885","DBPedia","Handball"
"1886","DBPedia","Ice Hockey"
"1887","DBPedia","Basketball"
"1888","DBPedia","Ice Hockey"
"1889","DBPedia","Handball"
"1890","DBPedia","Volleyball"
"1891","DBPedia","Field hockey"
"1892","DBPedia","Ice Hockey"
"1893","DBPedia","Ice Hockey"
"1894","DBPedia","Handball"
"1895","DBPedia","Basketball"
"1896","DBPedia","Volleyball"
"1897","DBPedia","Volleyball"
"1898","DBPedia","Basketball"
"1899","DBPedia","Basketball"
"1900","DBPedia","Basketball"
"1901","DBPedia","Field hockey"
"1902","DBPedia","Volleyball"
"1903","DBPedia","Volleyball"
"1904","DBPedia","Handball"
"1905","DBPedia","Ice Hockey"
"1906","DBPedia","Volleyball"
"1907","DBPedia","Volleyball"
"1908","DBPedia","Volleyball"
"1909","DBPedia","Volleyball"
"1910","DBPedia","Basketball"
"1911","DBPedia","Handball"
"1912","DBPedia","Volleyball"
"1913","DBPedia","Volleyball"
"1914","DBPedia","Handball"
"1915","DBPedia","Volleyball"
"1916","DBPedia","Field hockey"
"1917","DBPedia","Volleyball"
"1918","DBPedia","Handball"
"1919","DBPedia","Handball"
"1920","DBPedia","Field hockey"
"1921","DBPedia","Handball"
"1922","DBPedia","Ice Hockey"
"1923","DBPedia","Field hockey"
"1924","DBPedia","Handball"
"1925","DBPedia","Volleyball"
"1926","DBPedia","Handball"
"1927","DBPedia","Volleyball"
"1928","DBPedia","Ice Hockey"
"1929","DBPedia","Handball"
"1930","DBPedia","Volleyball"
"1931","DBPedia","Ice Hockey"
"1932","DBPedia","Field hockey"
"1933","DBPedia","Basketball"
"1934","DBPedia","Field hockey"
"1935","DBPedia","Basketball"
"1936","DBPedia","Volleyball"
"1937","DBPedia","Handball"
"1938","DBPedia","Volleyball"
"1939","DBPedia","Handball"
"1940","DBPedia","Field hockey"
"1941","DBPedia","Field hockey"
"1942","DBPedia","Handball"
"1943","DBPedia","Basketball"
"1944","DBPedia","Ice Hockey"
"1945","DBPedia","Volleyball"
"1946","DBPedia","Handball"
"1947","DBPedia","Volleyball"
"1948","DBPedia","Basketball"
"1949","DBPedia","Field hockey"
"1950","DBPedia","Ice Hockey"
"1951","DBPedia","Volleyball"
"1952","DBPedia","Field hockey"
"1953","DBPedia","Ice Hockey"
"1954","DBPedia","Ice Hockey"
"1955","DBPedia","Ice Hockey"
"1956","DBPedia","Field hockey"
"1957","DBPedia","Volleyball"
"1958","DBPedia","Volleyball"
"1959","DBPedia","Volleyball"
"1960","DBPedia","Handball"
"1961","DBPedia","Handball"
"1962","DBPedia","Field hockey"
"1963","DBPedia","Ice Hockey"
"1964","DBPedia","Field hockey"
"1965","DBPedia","Basketball"
"1966","DBPedia","Basketball"
"1967","DBPedia","Volleyball"
"1968","DBPedia","Field hockey"
"1969","DBPedia","Basketball"
"1970","DBPedia","Volleyball"
"1971","DBPedia","Basketball"
"1972","DBPedia","Handball"
"1973","DBPedia","Volleyball"
"1974","DBPedia","Basketball"
"1975","DBPedia","Basketball"
"1976","DBPedia","Ice Hockey"
"1977","DBPedia","Field hockey"
"1978","DBPedia","Handball"
"1979","DBPedia","Handball"
"1980","DBPedia","Basketball"
"1981","DBPedia","Handball"
"1982","DBPedia","Handball"
"1983","DBPedia","Volleyball"
"1984","DBPedia","Volleyball"
"1985","DBPedia","Ice Hockey"
"1986","DBPedia","Basketball"
"1987","DBPedia","Basketball"
"1988","DBPedia","Basketball"
"1989","DBPedia","Ice Hockey"
"1990","DBPedia","Field hockey"
"1991","DBPedia","Volleyball"
"1992","DBPedia","Handball"
"1993","DBPedia","Basketball"
"1994","DBPedia","Basketball"
"1995","DBPedia","Handball"
"1996","DBPedia","Handball"
"1997","DBPedia","Volleyball"
"1998","DBPedia","Ice Hockey"
"1999","DBPedia","Volleyball"
"2000","DBPedia","Ice Hockey"
"2001","DBPedia","Basketball"
"2002","DBPedia","Handball"
"2003","DBPedia","Field hockey"
"2004","DBPedia","Field hockey"
"2005","DBPedia","Volleyball"
"2006","DBPedia","Basketball"
"2007","DBPedia","Ice Hockey"
"2008","DBPedia","Volleyball"
"2009","DBPedia","Handball"
"2010","DBPedia","Ice Hockey"
"2011","DBPedia","Handball"
"2012","DBPedia","Ice Hockey"
"2013","DBPedia","Ice Hockey"
"2014","DBPedia","Ice Hockey"
"2015","DBPedia","Basketball"
"2016","DBPedia","Handball"
"2017","DBPedia","Volleyball"
"2018","DBPedia","Handball"
"2019","DBPedia","Volleyball"
"2020","DBPedia","Handball"
"2021","DBPedia","Basketball"
"2022","DBPedia","Handball"
"2023","DBPedia","Volleyball"
"2024","DBPedia","Handball"
"2025","DBPedia","Basketball"
"2026","DBPedia","Volleyball"
"2027","DBPedia","Handball"
"2028","DBPedia","Handball"
"2029","DBPedia","Ice Hockey"
"2030","DBPedia","Volleyball"
"2031","DBPedia","Handball"
"2032","DBPedia","Ice Hockey"
"2033","DBPedia","Ice Hockey"
"2034","DBPedia","Volleyball"
"2035","DBPedia","Handball"
"2036","DBPedia","Ice Hockey"
"2037","DBPedia","Volleyball"
"2038","DBPedia","Handball"
"2039","DBPedia","Volleyball"
"2040","DBPedia","Ice Hockey"
"2041","DBPedia","Ice Hockey"
"2042","DBPedia","Ice Hockey"
"2043","DBPedia","Field hockey"
"2044","DBPedia","Handball"
"2045","DBPedia","Handball"
"2046","DBPedia","Ice Hockey"
"2047","DBPedia","Field hockey"
"2048","DBPedia","Handball"
"2049","DBPedia","Volleyball"
"2050","DBPedia","Volleyball"
"2051","DBPedia","Handball"
"2052","DBPedia","Volleyball"
"2053","DBPedia","Handball"
"2054","DBPedia","Field hockey"
"2055","DBPedia","Field hockey"
"2056","DBPedia","Field hockey"
"2057","DBPedia","Field hockey"
"2058","DBPedia","Ice Hockey"
"2059","DBPedia","Handball"
"2060","DBPedia","Basketball"
"2061","DBPedia","Ice Hockey"
"2062","DBPedia","Basketball"
"2063","DBPedia","Handball"
"2064","DBPedia","Handball"
"2065","DBPedia","Field hockey"
"2066","DBPedia","Handball"
"2067","DBPedia","Handball"
"2068","DBPedia","Basketball"
"2069","DBPedia","Volleyball"
"2070","DBPedia","Field hockey"
"2071","DBPedia","Field hockey"
"2072","DBPedia","Basketball"
"2073","DBPedia","Handball"
"2074","DBPedia","Field hockey"
"2075","DBPedia","Volleyball"
"2076","DBPedia","Handball"
"2077","DBPedia","Ice Hockey"
"2078","DBPedia","Volleyball"
"2079","DBPedia","Volleyball"
"2080","DBPedia","Ice Hockey"
"2081","DBPedia","Field hockey"
"2082","DBPedia","Ice Hockey"
"2083","DBPedia","Field hockey"
"2084","DBPedia","Field hockey"
"2085","DBPedia","Volleyball"
"2086","DBPedia","Volleyball"
"2087","DBPedia","Field hockey"
"2088","DBPedia","Handball"
"2089","DBPedia","Basketball"
"2090","DBPedia","Handball"
"2091","DBPedia","Basketball"
"2092","DBPedia","Basketball"
"2093","DBPedia","Ice Hockey"
"2094","DBPedia","Volleyball"
"2095","DBPedia","Ice Hockey"
"2096","DBPedia","Field hockey"
"2097","DBPedia","Ice Hockey"
"2098","DBPedia","Ice Hockey"
"2099","DBPedia","Ice Hockey"
"2100","DBPedia","Ice Hockey"
"2101","DBPedia","Ice Hockey"
"2102","DBPedia","Handball"
"2103","DBPedia","Field hockey"
"2104","DBPedia","Basketball"
"2105","DBPedia","Basketball"
"2106","DBPedia","Volleyball"
"2107","DBPedia","Ice Hockey"
"2108","DBPedia","Field hockey"
"2109","DBPedia","Volleyball"
"2110","DBPedia","Field hockey"
"2111","DBPedia","Handball"
"2112","DBPedia","Volleyball"
"2113","DBPedia","Basketball"
"2114","DBPedia","Field hockey"
"2115","DBPedia","Volleyball"
"2116","DBPedia","Field hockey"
"2117","DBPedia","Ice Hockey"
"2118","DBPedia","Basketball"
"2119","DBPedia","Ice Hockey"
"2120","DBPedia","Volleyball"
"2121","DBPedia","Volleyball"
"2122","DBPedia","Handball"
"2123","DBPedia","Handball"
"2124","DBPedia","Volleyball"
"2125","DBPedia","Volleyball"
"2126","DBPedia","Volleyball"
"2127","DBPedia","Handball"
"2128","DBPedia","Basketball"
"2129","DBPedia","Handball"
"2130","DBPedia","Ice Hockey"
"2131","DBPedia","Ice Hockey"
"2132","DBPedia","Handball"
"2133","DBPedia","Ice Hockey"
"2134","DBPedia","Handball"
"2135","DBPedia","Field hockey"
"2136","DBPedia","Ice Hockey"
"2137","DBPedia","Basketball"
"2138","DBPedia","Ice Hockey"
"2139","DBPedia","Volleyball"
"2140","DBPedia","Ice Hockey"
"2141","DBPedia","Basketball"
"2142","DBPedia","Handball"
"2143","DBPedia","Field hockey"
"2144","DBPedia","Volleyball"
"2145","DBPedia","Ice Hockey"
"2146","DBPedia","Field hockey"
"2147","DBPedia","Ice Hockey"
"2148","DBPedia","Volleyball"
"2149","DBPedia","Volleyball"
"2150","DBPedia","Basketball"
"2151","DBPedia","Ice Hockey"
"2152","DBPedia","Handball"
"2153","DBPedia","Basketball"
"2154","DBPedia","Field hockey"
"2155","DBPedia","Basketball"
"2156","DBPedia","Field hockey"
"2157","DBPedia","Basketball"
"2158","DBPedia","Ice Hockey"
"2159","DBPedia","Ice Hockey"
"2160","DBPedia","Ice Hockey"
"2161","DBPedia","Ice Hockey"
"2162","DBPedia","Handball"
"2163","DBPedia","Volleyball"
"2164","DBPedia","Field hockey"
"2165","DBPedia","Handball"
"2166","DBPedia","Field hockey"
"2167","DBPedia","Ice Hockey"
"2168","DBPedia","Handball"
"2169","DBPedia","Ice Hockey"
"2170","DBPedia","Handball"
"2171","DBPedia","Ice Hockey"
"2172","DBPedia","Field hockey"
"2173","DBPedia","Field hockey"
"2174","DBPedia","Handball"
"2175","DBPedia","Ice Hockey"
"2176","DBPedia","Ice Hockey"
"2177","DBPedia","Basketball"
"2178","DBPedia","Volleyball"
"2179","DBPedia","Volleyball"
"2180","DBPedia","Ice Hockey"
"2181","DBPedia","Field hockey"
"2182","DBPedia","Handball"
"2183","DBPedia","Field hockey"
"2184","DBPedia","Basketball"
"2185","DBPedia","Basketball"
"2186","DBPedia","Handball"
"2187","DBPedia","Ice Hockey"
"2188","DBPedia","Volleyball"
"2189","DBPedia","Basketball"
"2190","DBPedia","Ice Hockey"
"2191","DBPedia","Field hockey"
"2192","DBPedia","Ice Hockey"
"2193","DBPedia","Ice Hockey"
"2194","DBPedia","Handball"
"2195","DBPedia","Field hockey"
"2196","DBPedia","Ice Hockey"
"2197","DBPedia","Handball"
"2198","DBPedia","Volleyball"
"2199","DBPedia","Ice Hockey"
"2200","DBPedia","Ice Hockey"
"2201","DBPedia","Field hockey"
"2202","DBPedia","Volleyball"
"2203","DBPedia","Handball"
"2204","DBPedia","Field hockey"
"2205","DBPedia","Basketball"
"2206","DBPedia","Basketball"
"2207","DBPedia","Field hockey"
"2208","DBPedia","Basketball"
"2209","DBPedia","Basketball"
"2210","DBPedia","Handball"
"2211","DBPedia","Ice Hockey"
"2212","DBPedia","Ice Hockey"
"2213","DBPedia","Handball"
"2214","DBPedia","Basketball"
"2215","DBPedia","Ice Hockey"
"2216","DBPedia","Ice Hockey"
"2217","DBPedia","Ice Hockey"
"2218","DBPedia","Volleyball"
"2219","DBPedia","Handball"
"2220","DBPedia","Handball"
"2221","DBPedia","Volleyball"
"2222","DBPedia","Ice Hockey"
"2223","DBPedia","Ice Hockey"
"2224","DBPedia","Ice Hockey"
"2225","DBPedia","Volleyball"
"2226","DBPedia","Ice Hockey"
"2227","DBPedia","Field hockey"
"2228","DBPedia","Basketball"
"2229","DBPedia","Field hockey"
"2230","DBPedia","Handball"
"2231","DBPedia","Ice Hockey"
"2232","DBPedia","Basketball"
"2233","DBPedia","Handball"
"2234","DBPedia","Volleyball"
"2235","DBPedia","Ice Hockey"
"2236","DBPedia","Handball"
"2237","DBPedia","Handball"
"2238","DBPedia","Field hockey"
"2239","DBPedia","Handball"
"2240","DBPedia","Basketball"
"2241","DBPedia","Ice Hockey"
"2242","DBPedia","Field hockey"
"2243","DBPedia","Field hockey"
"2244","DBPedia","Basketball"
"2245","DBPedia","Field hockey"
"2246","DBPedia","Handball"
"2247","DBPedia","Ice Hockey"
"2248","DBPedia","Handball"
"2249","DBPedia","Field hockey"
"2250","DBPedia","Ice Hockey"
"2251","DBPedia","Field hockey"
"2252","DBPedia","Ice Hockey"
"2253","DBPedia","Basketball"
"2254","DBPedia","Basketball"
"2255","DBPedia","Field hockey"
"2256","DBPedia","Handball"
"2257","DBPedia","Basketball"
"2258","DBPedia","Handball"
"2259","DBPedia","Handball"
"2260","DBPedia","Basketball"
"2261","DBPedia","Field hockey"
"2262","DBPedia","Volleyball"
"2263","DBPedia","Field hockey"
"2264","DBPedia","Volleyball"
"2265","DBPedia","Volleyball"
"2266","DBPedia","Volleyball"
"2267","DBPedia","Field hockey"
"2268","DBPedia","Ice Hockey"
"2269","DBPedia","Volleyball"
"2270","DBPedia","Handball"
"2271","DBPedia","Handball"
"2272","DBPedia","Ice Hockey"
"2273","DBPedia","Volleyball"
"2274","DBPedia","Ice Hockey"
"2275","DBPedia","Basketball"
"2276","DBPedia","Handball"
"2277","DBPedia","Ice Hockey"
"2278","DBPedia","Basketball"
"2279","DBPedia","Basketball"
"2280","DBPedia","Handball"
"2281","DBPedia","Handball"
"2282","DBPedia","Ice Hockey"
"2283","DBPedia","Ice Hockey"
"2284","DBPedia","Ice Hockey"
"2285","DBPedia","Basketball"
"2286","DBPedia","Volleyball"
"2287","DBPedia","Ice Hockey"
"2288","DBPedia","Volleyball"
"2289","DBPedia","Handball"
"2290","DBPedia","Basketball"
"2291","DBPedia","Handball"
"2292","DBPedia","Field hockey"
"2293","DBPedia","Volleyball"
"2294","DBPedia","Basketball"
"2295","DBPedia","Field hockey"
"2296","DBPedia","Volleyball"
"2297","DBPedia","Handball"
"2298","DBPedia","Ice Hockey"
"2299","DBPedia","Ice Hockey"
"2300","DBPedia","Field hockey"
"2301","DBPedia","Basketball"
"2302","DBPedia","Ice Hockey"
"2303","DBPedia","Ice Hockey"
"2304","DBPedia","Field hockey"
"2305","DBPedia","Volleyball"
"2306","DBPedia","Field hockey"
"2307","DBPedia","Ice Hockey"
"2308","DBPedia","Basketball"
"2309","DBPedia","Ice Hockey"
"2310","DBPedia","Basketball"
"2311","DBPedia","Field hockey"
"2312","DBPedia","Basketball"
"2313","DBPedia","Volleyball"
"2314","DBPedia","Volleyball"
"2315","DBPedia","Ice Hockey"
"2316","DBPedia","Ice Hockey"
"2317","DBPedia","Basketball"
"2318","DBPedia","Ice Hockey"
"2319","DBPedia","Ice Hockey"
"2320","DBPedia","Ice Hockey"
"2321","DBPedia","Handball"
"2322","DBPedia","Ice Hockey"
"2323","DBPedia","Basketball"
"2324","DBPedia","Basketball"
"2325","DBPedia","Field hockey"
"2326","DBPedia","Volleyball"
"2327","DBPedia","Volleyball"
"2328","DBPedia","Handball"
"2329","DBPedia","Field hockey"
"2330","DBPedia","Volleyball"
"2331","DBPedia","Field hockey"
"2332","DBPedia","Basketball"
"2333","DBPedia","Field hockey"
"2334","DBPedia","Ice Hockey"
"2335","DBPedia","Volleyball"
"2336","DBPedia","Ice Hockey"
"2337","DBPedia","Ice Hockey"
"2338","DBPedia","Volleyball"
"2339","DBPedia","Basketball"
"2340","DBPedia","Basketball"
"2341","DBPedia","Volleyball"
"2342","DBPedia","Basketball"
"2343","DBPedia","Handball"
"2344","DBPedia","Basketball"
"2345","DBPedia","Ice Hockey"
"2346","DBPedia","Field hockey"
"2347","DBPedia","Handball"
"2348","DBPedia","Ice Hockey"
"2349","DBPedia","Field hockey"
"2350","DBPedia","Ice Hockey"
"2351","Kaggle","Handball"
"2352","Kaggle","Basketball"
"2353","Kaggle","Volleyball"
"2354","Kaggle","Basketball"
"2355","Kaggle","Basketball"
"2356","Kaggle","Basketball"
"2357","Kaggle","Basketball"
"2358","Kaggle","Basketball"
"2359","Kaggle","Ice Hockey"
"2360","Kaggle","Field hockey"
"2361","Kaggle","Field hockey"
"2362","Kaggle","Volleyball"
"2363","Kaggle","Volleyball"
"2364","Kaggle","Ice Hockey"
"2365","Kaggle","Ice Hockey"
"2366","Kaggle","Field hockey"
"2367","Kaggle","Field hockey"
"2368","Kaggle","Field hockey"
"2369","Kaggle","Field hockey"
"2370","Kaggle","Field hockey"
"2371","Kaggle","Field hockey"
"2372","Kaggle","Field hockey"
"2373","Kaggle","Volleyball"
"2374","Kaggle","Field hockey"
"2375","Kaggle","Field hockey"
"2376","Kaggle","Field hockey"
"2377","Kaggle","Basketball"
"2378","Kaggle","Ice Hockey"
"2379","Kaggle","Ice Hockey"
"2380","Kaggle","Basketball"
"2381","Kaggle","Basketball"
"2382","Kaggle","Basketball"
"2383","Kaggle","Ice Hockey"
"2384","Kaggle","Ice Hockey"
"2385","Kaggle","Ice Hockey"
"2386","Kaggle","Field hockey"
"2387","Kaggle","Field hockey"
"2388","Kaggle","Basketball"
"2389","Kaggle","Ice Hockey"
"2390","Kaggle","Basketball"
"2391","Kaggle","Field hockey"
"2392","Kaggle","Field hockey"
"2393","Kaggle","Field hockey"
"2394","Kaggle","Volleyball"
"2395","Kaggle","Volleyball"
"2396","Kaggle","Ice Hockey"
"2397","Kaggle","Volleyball"
"2398","Kaggle","Volleyball"
"2399","Kaggle","Handball"
"2400","Kaggle","Handball"
"2401","Kaggle","Field hockey"
"2402","Kaggle","Handball"
"2403","Kaggle","Handball"
"2404","Kaggle","Handball"
"2405","Kaggle","Handball"
"2406","Kaggle","Volleyball"
"2407","Kaggle","Volleyball"
"2408","Kaggle","Basketball"
"2409","Kaggle","Ice Hockey"
"2410","Kaggle","Ice Hockey"
"2411","Kaggle","Handball"
"2412","Kaggle","Handball"
"2413","Kaggle","Handball"
"2414","Kaggle","Handball"
"2415","Kaggle","Ice Hockey"
"2416","Kaggle","Ice Hockey"
"2417","Kaggle","Handball"
"2418","Kaggle","Handball"
"2419","Kaggle","Ice Hockey"
"2420","Kaggle","Field hockey"
"2421","Kaggle","Volleyball"
"2422","Kaggle","Volleyball"
"2423","Kaggle","Handball"
"2424","Kaggle","Handball"
"2425","Kaggle","Handball"
"2426","Kaggle","Field hockey"
"2427","Kaggle","Field hockey"
"2428","Kaggle","Handball"
"2429","Kaggle","Handball"
"2430","Kaggle","Ice Hockey"
"2431","Kaggle","Field hockey"
"2432","Kaggle","Field hockey"
"2433","Kaggle","Volleyball"
"2434","Kaggle","Field hockey"
"2435","Kaggle","Volleyball"
"2436","Kaggle","Basketball"
"2437","Kaggle","Basketball"
"2438","Kaggle","Field hockey"
"2439","Kaggle","Field hockey"
"2440","Kaggle","Basketball"
"2441","Kaggle","Basketball"
"2442","Kaggle","Ice Hockey"
"2443","Kaggle","Field hockey"
"2444","Kaggle","Volleyball"
"2445","Kaggle","Basketball"
"2446","Kaggle","Basketball"
"2447","Kaggle","Field hockey"
"2448","Kaggle","Field hockey"
"2449","Kaggle","Handball"
"2450","Kaggle","Field hockey"
"2451","Kaggle","Field hockey"
"2452","Kaggle","Field hockey"
"2453","Kaggle","Volleyball"
"2454","Kaggle","Volleyball"
"2455","Kaggle","Volleyball"
"2456","Kaggle","Basketball"
"2457","Kaggle","Handball"
"2458","Kaggle","Ice Hockey"
"2459","Kaggle","Ice Hockey"
"2460","Kaggle","Handball"
"2461","Kaggle","Field hockey"
"2462","Kaggle","Ice Hockey"
"2463","Kaggle","Basketball"
"2464","Kaggle","Ice Hockey"
"2465","Kaggle","Ice Hockey"
"2466","Kaggle","Ice Hockey"
"2467","Kaggle","Field hockey"
"2468","Kaggle","Field hockey"
"2469","Kaggle","Field hockey"
"2470","Kaggle","Field hockey"
"2471","Kaggle","Field hockey"
"2472","Kaggle","Basketball"
"2473","Kaggle","Basketball"
"2474","Kaggle","Ice Hockey"
"2475","Kaggle","Field hockey"
"2476","Kaggle","Handball"
"2477","Kaggle","Ice Hockey"
"2478","Kaggle","Volleyball"
"2479","Kaggle","Handball"
"2480","Kaggle","Volleyball"
"2481","Kaggle","Ice Hockey"
"2482","Kaggle","Ice Hockey"
"2483","Kaggle","Basketball"
"2484","Kaggle","Ice Hockey"
"2485","Kaggle","Ice Hockey"
"2486","Kaggle","Ice Hockey"
"2487","Kaggle","Basketball"
"2488","Kaggle","Ice Hockey"
"2489","Kaggle","Handball"
"2490","Kaggle","Handball"
"2491","Kaggle","Volleyball"
"2492","Kaggle","Handball"
"2493","Kaggle","Basketball"
"2494","Kaggle","Basketball"
"2495","Kaggle","Basketball"
"2496","Kaggle","Field hockey"
"2497","Kaggle","Field hockey"
"2498","Kaggle","Field hockey"
"2499","Kaggle","Basketball"
"2500","Kaggle","Volleyball"
"2501","Kaggle","Basketball"
"2502","Kaggle","Basketball"
"2503","Kaggle","Handball"
"2504","Kaggle","Ice Hockey"
"2505","Kaggle","Field hockey"
"2506","Kaggle","Field hockey"
"2507","Kaggle","Volleyball"
"2508","Kaggle","Handball"
"2509","Kaggle","Handball"
"2510","Kaggle","Basketball"
"2511","Kaggle","Basketball"
"2512","Kaggle","Field hockey"
"2513","Kaggle","Handball"
"2514","Kaggle","Handball"
"2515","Kaggle","Basketball"
"2516","Kaggle","Field hockey"
"2517","Kaggle","Field hockey"
"2518","Kaggle","Field hockey"
"2519","Kaggle","Volleyball"
"2520","Kaggle","Volleyball"
"2521","Kaggle","Volleyball"
"2522","Kaggle","Volleyball"
"2523","Kaggle","Volleyball"
"2524","Kaggle","Field hockey"
"2525","Kaggle","Handball"
"2526","Kaggle","Ice Hockey"
"2527","Kaggle","Field hockey"
"2528","Kaggle","Handball"
"2529","Kaggle","Handball"
"2530","Kaggle","Volleyball"
"2531","Kaggle","Ice Hockey"
"2532","Kaggle","Field hockey"
"2533","Kaggle","Basketball"
"2534","Kaggle","Field hockey"
"2535","Kaggle","Field hockey"
"2536","Kaggle","Volleyball"
"2537","Kaggle","Volleyball"
"2538","Kaggle","Handball"
"2539","Kaggle","Field hockey"
"2540","Kaggle","Basketball"
"2541","Kaggle","Handball"
"2542","Kaggle","Field hockey"
"2543","Kaggle","Volleyball"
"2544","Kaggle","Field hockey"
"2545","Kaggle","Volleyball"
"2546","Kaggle","Volleyball"
"2547","Kaggle","Volleyball"
"2548","Kaggle","Basketball"
"2549","Kaggle","Basketball"
"2550","Kaggle","Handball"
